iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	6941-b007f44a-ab46-4012-937d-1bb2f260ffde	1546804624982	helper	25	6941-b007f44a-ab46-4012-937d-1bb2f260ffde	0	yes	loved	yes	no	try to think as much as possible	seeker	133417	exitSurvey
