iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	9371-a5f74377-67f3-4022-a60e-b75a54e03e18	1546807689246	seeker	10	9371-a5f74377-67f3-4022-a60e-b75a54e03e18	0	yes	okay	confused	no	didn't have one	helper	223644	exitSurvey
