gameid, time, goal, objectSet, word, online
3152-1,1430278799672,poodle,7, where ,on
3152-1,1430278801121,poodle,7, is ,on
3152-1,1430278802681,poodle,7, that ,on
3152-1,1430278803731,poodle,7, animal ,on
3152-1,1430278827652,siamese cat,3, where ,on
3152-1,1430278829177,siamese cat,3, is ,on
3152-1,1430278830920,siamese cat,3, the ,on
3152-1,1430278832111,siamese cat,3, pet ,on
3152-1,1430278875049,lettuce,5, leaves ,on
3152-1,1430278880736,lettuce,5, leaves ,off
