iterationName	gameid	time	questionNumber	firstRole	score	playerID	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
pilot0	6944-558bcd4a-55b2-4322-98d7-f8773a1b23bf	1550731638833	0	helper	42	A2J8IMRYEO6ZIM	yes	liked	yes	no everything ran smoothly and it was a fun survey!	i really didn't have one, I went with my gut i guess	leader	723999	exitSurvey
