iterationName	gameid	time	questionNumber	firstRole	score	playerID	ratePartner	nativeEnglish	confused	comments	strategy	role	totalLength	eventType
pilot0	2353-ecf48a95-ed25-4577-a03b-4d82dd10c724	1550731595691	0	helper	50	A1NKBXOTZAI1YK	loved	yes	yes	no problems	By trying to give as much info as possible, and by putting myself in their shoes to see what they were trying to do,  It was easy to determine if they wanted a row or column based on their question,	leader	637210	exitSurvey
