iterationName	gameid	time	questionNumber	firstRole	score	playerID	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
pilot0	7857-7d659b23-660b-4280-a7bc-11acdb67aeb5	1550732137577	0	leader	51	AGN7QXPOEXCND	yes	loved	yes	NO PROBLEM ,	IT'S VERY NICE TO PLAY,	helper	701924	exitSurvey
