iterationName	gameid	time	questionNumber	firstRole	score	playerID	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
pilot0	2609-d593aede-a4de-4608-bbde-0896a0c39eb7	1550729526094	0	helper	43	A3BUWQ5C39GRQC	yes	okay	yes	No	I tried to guess what their goal was and provide additional information	leader	695233	exitSurvey
