3,3,0
3,3,0.5
3,3,1
3,3,1.5
4,3,0
4,3,0.5
4,3,1
4,3,1.5
5,3,0
5,3,0.5
5,3,1
5,3,1.5
6,3,0
6,3,0.5
6,3,1
6,3,1.5
7,3,0
7,3,0.5
7,3,1
7,3,1.5
8,3,0
8,3,0.5
8,3,1
8,3,1.5
9,3,0
9,3,0.5
9,3,1
9,3,1.5
10,3,0
10,3,0.5
10,3,1
10,3,1.5
3,4,0
3,4,0.5
3,4,1
3,4,1.5
4,4,0
4,4,0.5
4,4,1
4,4,1.5
5,4,0
5,4,0.5
5,4,1
5,4,1.5
6,4,0
6,4,0.5
6,4,1
6,4,1.5
7,4,0
7,4,0.5
7,4,1
7,4,1.5
8,4,0
8,4,0.5
8,4,1
8,4,1.5
9,4,0
9,4,0.5
9,4,1
9,4,1.5
10,4,0
10,4,0.5
10,4,1
10,4,1.5
3,5,0
3,5,0.5
3,5,1
3,5,1.5
4,5,0
4,5,0.5
4,5,1
4,5,1.5
5,5,0
5,5,0.5
5,5,1
5,5,1.5
6,5,0
6,5,0.5
6,5,1
6,5,1.5
7,5,0
7,5,0.5
7,5,1
7,5,1.5
8,5,0
8,5,0.5
8,5,1
8,5,1.5
9,5,0
9,5,0.5
9,5,1
9,5,1.5
10,5,0
10,5,0.5
10,5,1
10,5,1.5
3,6,0
3,6,0.5
3,6,1
3,6,1.5
4,6,0
4,6,0.5
4,6,1
4,6,1.5
5,6,0
5,6,0.5
5,6,1
5,6,1.5
6,6,0
6,6,0.5
6,6,1
6,6,1.5
7,6,0
7,6,0.5
7,6,1
7,6,1.5
8,6,0
8,6,0.5
8,6,1
8,6,1.5
9,6,0
9,6,0.5
9,6,1
9,6,1.5
10,6,0
10,6,0.5
10,6,1
10,6,1.5
3,7,0
3,7,0.5
3,7,1
3,7,1.5
4,7,0
4,7,0.5
4,7,1
4,7,1.5
5,7,0
5,7,0.5
5,7,1
5,7,1.5
6,7,0
6,7,0.5
6,7,1
6,7,1.5
7,7,0
7,7,0.5
7,7,1
7,7,1.5
8,7,0
8,7,0.5
8,7,1
8,7,1.5
9,7,0
9,7,0.5
9,7,1
9,7,1.5
10,7,0
10,7,0.5
10,7,1
10,7,1.5
3,8,0
3,8,0.5
3,8,1
3,8,1.5
4,8,0
4,8,0.5
4,8,1
4,8,1.5
5,8,0
5,8,0.5
5,8,1
5,8,1.5
6,8,0
6,8,0.5
6,8,1
6,8,1.5
7,8,0
7,8,0.5
7,8,1
7,8,1.5
8,8,0
8,8,0.5
8,8,1
8,8,1.5
9,8,0
9,8,0.5
9,8,1
9,8,1.5
10,8,0
10,8,0.5
10,8,1
10,8,1.5
3,9,0
3,9,0.5
3,9,1
3,9,1.5
4,9,0
4,9,0.5
4,9,1
4,9,1.5
5,9,0
5,9,0.5
5,9,1
5,9,1.5
6,9,0
6,9,0.5
6,9,1
6,9,1.5
7,9,0
7,9,0.5
7,9,1
7,9,1.5
8,9,0
8,9,0.5
8,9,1
8,9,1.5
9,9,0
9,9,0.5
9,9,1
9,9,1.5
10,9,0
10,9,0.5
10,9,1
10,9,1.5
3,10,0
3,10,0.5
3,10,1
3,10,1.5
4,10,0
4,10,0.5
4,10,1
4,10,1.5
5,10,0
5,10,0.5
5,10,1
5,10,1.5
6,10,0
6,10,0.5
6,10,1
6,10,1.5
7,10,0
7,10,0.5
7,10,1
7,10,1.5
8,10,0
8,10,0.5
8,10,1
8,10,1.5
9,10,0
9,10,0.5
9,10,1
9,10,1.5
10,10,0
10,10,0.5
10,10,1
10,10,1.5
11,3,0
11,3,0.5
11,3,1
11,3,1.5
11,4,0
11,4,0.5
11,4,1
11,4,1.5
11,5,0
11,5,0.5
11,5,1
11,5,1.5
11,6,0
11,6,0.5
11,6,1
11,6,1.5
11,7,0
11,7,0.5
11,7,1
11,7,1.5
11,8,0
11,8,0.5
11,8,1
11,8,1.5
11,9,0
11,9,0.5
11,9,1
11,9,1.5
11,10,0
11,10,0.5
11,10,1
11,10,1.5
