iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
testing	1990-26a2622b-4525-40d3-900a-0964ef665f80	1545534083528	20	1990-26a2622b-4525-40d3-900a-0964ef665f80	0	yes	yes	loved	yes	Not at this time	I just asked and answered the questions	seeker	525641	exitSurvey
testing	1990-26a2622b-4525-40d3-900a-0964ef665f80	1545534090771	20	1990-26a2622b-4525-40d3-900a-0964ef665f80	2	yes	yes	liked	confused	it took me a couple rounds to understand the game properly	listen to the other player and grab both cards in the combo	helper	221797	exitSurvey
