iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221302505	5	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1	no	yes	okay	yes		awful	seeker	311204	exitSurvey
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221325219	5	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1	no	yes	liked	yes		ask about combo in the question not just part of it	helper	327683	exitSurvey
