iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774349312	1	practice	1	helper	A1	human	{"safe":["C2","C3"],"unsafe":[]}	4736	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774359397	1	practice	2	helper	B2	human	{"safe":["C2","C3"],"unsafe":["A1"]}	14822	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774369719	1	practice	3	helper	C1	human	{"safe":["C2","C3"],"unsafe":["A1","B2"]}	25144	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774417236	3	random	1	helper	A3	human	{"safe":["B3"],"unsafe":[]}	7869	columns	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774530708	5	random	1	helper	A2	human	{"safe":["A3","B2","C2","C3"],"unsafe":[]}	9853	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774550712	5	random	2	helper	A1	human	{"safe":["A3","B2","C2","C3","A2"],"unsafe":["B3"]}	29858	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774577944	7	pragmatic	1	helper	A2	human	{"safe":["A1"],"unsafe":[]}	6094	columns	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774591310	7	pragmatic	2	helper	B1	human	{"safe":["A1","A2","A3"],"unsafe":[]}	19459	columns	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774683275	9	random	1	helper	A2	human	{"safe":["A1","B2","C2"],"unsafe":[]}	11894	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774729211	11	empty	1	helper	A1	human	{"safe":[],"unsafe":[]}	6463	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774740928	11	empty	2	helper	A3	human	{"safe":["A1"],"unsafe":["B1"]}	18191	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774752397	11	empty	3	helper	A2	human	{"safe":["A1","A3","C3"],"unsafe":["B1"]}	29662	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774762608	11	empty	4	helper	C2	human	{"safe":["A1","A3","C3","C1"],"unsafe":["B1","A2"]}	39873	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774831400	13	blocked	1	helper	A3	human	{"safe":["C3"],"unsafe":[]}	9828	columns	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774842369	13	blocked	2	helper	A1	human	{"safe":["C3","C1"],"unsafe":["A3"]}	20798	columns	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774902428	15	random	1	helper	B3	human	{"safe":["A3","B1","B2","C3"],"unsafe":[]}	8309	rows	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774931482	17	random	1	helper	C1	human	{"safe":["B1","C2"],"unsafe":[]}	7778	columns	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774945204	17	random	2	helper	B2	human	{"safe":["B1","C2","B3"],"unsafe":["C1"]}	21478	columns	question
testing	3392-8bd228fa-e2a3-4879-b31d-89ed3a6ce520	1550774955663	17	random	3	helper	A2	human	{"safe":["B1","C2","B3","B2"],"unsafe":["C1","A1"]}	31957	columns	question
