iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784233684	1	practice	1	helper	B2	human	{"safe":["C1","C2"],"unsafe":[]}	8308	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784246612	1	practice	2	helper	A3	human	{"safe":["C1","C2","B2"],"unsafe":[]}	21235	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784256587	1	practice	3	helper	A2	human	{"safe":["C1","C2","B2","A3"],"unsafe":[]}	31211	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784266468	1	practice	4	helper	C3	human	{"safe":["C1","C2","B2","A3"],"unsafe":["A2"]}	41091	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784299387	3	random	1	helper	C3	human	{"safe":["B3","C2"],"unsafe":[]}	5219	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784315982	3	random	2	helper	A2	human	{"safe":["B3","C2","B2"],"unsafe":["C3"]}	21811	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784328356	3	random	3	helper	C1	human	{"safe":["B3","C2","B2","A2"],"unsafe":["C3","A1"]}	34187	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784336732	3	random	4	helper	B1	human	{"safe":["B3","C2","B2","A2"],"unsafe":["C3","A1","C1"]}	42563	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784369665	5	random	1	helper	A1	human	{"safe":["A2","A3"],"unsafe":[]}	4677	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784381094	5	random	2	helper	C3	human	{"safe":["A2","A3","B3"],"unsafe":["A1"]}	16109	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784447791	7	pragmatic	1	helper	B2	human	{"safe":["C2"],"unsafe":[]}	7101	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784487206	9	blocked	1	helper	B1	human	{"safe":["C1"],"unsafe":[]}	4595	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784532234	11	random	1	helper	C1	human	{"safe":["B3","C2","C3"],"unsafe":[]}	7317	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784558347	13	random	1	helper	A2	human	{"safe":["B2","C1","C2"],"unsafe":[]}	4909	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784647281	15	empty	1	helper	A1	human	{"safe":[],"unsafe":[]}	4507	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784656880	15	empty	2	helper	A2	human	{"safe":[],"unsafe":["A1"]}	14106	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784664827	15	empty	3	helper	B2	human	{"safe":["A2"],"unsafe":["A1"]}	22051	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784701825	17	random	1	helper	C1	human	{"safe":["A1","B1","C2","C3"],"unsafe":[]}	5328	rows	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784764819	19	random	1	helper	B3	human	{"safe":["B1","B2","C3"],"unsafe":[]}	4777	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784776490	19	random	2	helper	A2	human	{"safe":["B1","B2","C3","C2"],"unsafe":["B3"]}	16457	columns	question
testing	3255-f48c3d63-901d-49ad-9c41-f3daefb4875d	1550784787626	19	random	3	helper	A1	human	{"safe":["B1","B2","C3","C2","C1"],"unsafe":["B3","A2"]}	27593	columns	question
