iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774531814	0	practice	1	leader	C3	human	{"safe":["C1","C2"],"unsafe":[]}	10016	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774588044	2	random	1	leader	B1	human	{"safe":["A1","B2","C1"],"unsafe":[]}	12099	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774601795	2	random	2	leader	A3	human	{"safe":["A1","B2","C1","A2"],"unsafe":["B1"]}	25811	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774658854	4	random	1	leader	A2	human	{"safe":["A3","B2"],"unsafe":[]}	10151	columns	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774671074	4	random	2	leader	B3	human	{"safe":["A3","B2"],"unsafe":["A2"]}	22367	columns	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774682473	4	random	3	leader	C3	human	{"safe":["A3","B2","B3","B1"],"unsafe":["A2"]}	33783	columns	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774709673	6	random	1	leader	B2	human	{"safe":["A1","B1","B3"],"unsafe":[]}	5461	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774720816	6	random	2	leader	A3	human	{"safe":["A1","B1","B3","A2"],"unsafe":["B2"]}	16597	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774752256	8	empty	1	leader	B2	human	{"safe":[],"unsafe":[]}	7645	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774761426	8	empty	2	leader	A2	human	{"safe":["B2","C2"],"unsafe":[]}	16812	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774771466	8	empty	3	leader	A1	human	{"safe":["B2","C2","A2"],"unsafe":["B1"]}	26852	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774783435	8	empty	4	leader	C3	human	{"safe":["B2","C2","A2"],"unsafe":["B1","A1","B3"]}	38820	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774819363	10	random	1	leader	C2	human	{"safe":["A2","B2","B3"],"unsafe":[]}	6074	columns	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774861357	12	random	1	leader	C1	human	{"safe":["B3","C2"],"unsafe":[]}	10535	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774872526	12	random	2	leader	A1	human	{"safe":["B3","C2","A3"],"unsafe":["C1"]}	21711	rows	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774975615	14	blocked	1	leader	A2	human	{"safe":["C2"],"unsafe":[]}	6189	columns	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774989796	14	blocked	2	leader	B3	human	{"safe":["C2","A2"],"unsafe":["B2"]}	20380	columns	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550774998584	14	blocked	3	leader	C3	human	{"safe":["C2","A2","B3","A3"],"unsafe":["B2"]}	29125	columns	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550775029425	16	random	1	leader	A1	human	{"safe":["C1"],"unsafe":[]}	5686	columns	question
testing	1523-41fb3f66-2e8a-4c5b-9168-7a147c9f931d	1550775080146	18	pragmatic	1	leader	B3	human	{"safe":["A3"],"unsafe":[]}	6113	columns	question
