iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550774672532	0	practice	1	leader	A1	human	{"safe":["B2","B3"],"unsafe":[]}	13404	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550774682130	0	practice	2	leader	B1	human	{"safe":["B2","B3"],"unsafe":["A1"]}	22999	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550774740522	2	random	1	leader	B2	human	{"safe":["A1","C2"],"unsafe":[]}	16725	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550774756876	2	random	2	leader	B1	human	{"safe":["A1","C2","B2"],"unsafe":["A2"]}	33078	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550774771272	2	random	3	leader	C3	human	{"safe":["A1","C2","B2","B1","C1"],"unsafe":["A2"]}	47470	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550774890049	4	random	1	leader	A3	human	{"safe":["A1","A2","C3"],"unsafe":[]}	10226	columns	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550774910098	4	random	2	leader	B2	human	{"safe":["A1","A2","C3","A3"],"unsafe":["C1"]}	30279	columns	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550774922153	4	random	3	leader	C2	human	{"safe":["A1","A2","C3","A3","B2"],"unsafe":["C1","B1"]}	42331	columns	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775000260	6	empty	1	leader	B2	human	{"safe":[],"unsafe":[]}	9126	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775020594	6	empty	2	leader	A1	human	{"safe":["B2"],"unsafe":["C1"]}	29469	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775032885	6	empty	3	leader	A2	human	{"safe":["B2","A1","A3"],"unsafe":["C1"]}	41754	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775129289	8	random	1	leader	C1	human	{"safe":["A1","A2","B1","C3"],"unsafe":[]}	15003	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775142054	8	random	2	leader	A3	human	{"safe":["A1","A2","B1","C3","C1"],"unsafe":["B3"]}	27787	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775221797	10	blocked	1	leader	A1	human	{"safe":["B3"],"unsafe":[]}	11535	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775232523	10	blocked	2	leader	A2	human	{"safe":["B3","A1"],"unsafe":["C1"]}	22263	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775242773	10	blocked	3	leader	B1	human	{"safe":["B3","A1","A2","A3"],"unsafe":["C1"]}	32511	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775261352	10	blocked	4	leader	B2	human	{"safe":["B3","A1","A2","A3"],"unsafe":["C1","B1"]}	51089	rows	question
testing	5024-54ef1d07-a133-4fa1-a6c8-c5fefbb11fc3	1550775280949	10	blocked	5	leader	C3	human	{"safe":["B3","A1","A2","A3","B2"],"unsafe":["C1","B1"]}	70685	rows	question
