iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782316947	0	practice	1	leader	A2	human	{"safe":["B2","C2"],"unsafe":[]}	12613	columns	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782395840	2	random	1	leader	C1	human	{"safe":["A1","A2","C2","C3"],"unsafe":[]}	14860	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782446004	4	random	1	leader	B3	human	{"safe":["A3","C3"],"unsafe":[]}	8413	columns	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782616312	6	pragmatic	1	leader	C2	human	{"safe":["A2"],"unsafe":[]}	14871	columns	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782714328	8	blocked	1	leader	C1	human	{"safe":["A1"],"unsafe":[]}	12562	columns	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782726184	8	blocked	2	leader	A2	human	{"safe":["A1","A3"],"unsafe":["C1"]}	24419	columns	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782741321	8	blocked	3	leader	C3	human	{"safe":["A1","A3","B3"],"unsafe":["C1","A2"]}	39555	columns	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782783871	10	empty	1	leader	A1	human	{"safe":[],"unsafe":[]}	12362	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782800075	10	empty	2	leader	B1	human	{"safe":["A1","C1"],"unsafe":[]}	28571	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782816479	10	empty	3	leader	B3	human	{"safe":["A1","C1","B1"],"unsafe":["A3"]}	44973	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782828285	10	empty	4	leader	B2	human	{"safe":["A1","C1","B1","B3"],"unsafe":["A3","A2"]}	56779	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782905281	12	random	1	leader	C3	human	{"safe":["A3","B1","B3","C1"],"unsafe":[]}	8136	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782921286	12	random	2	leader	B2	human	{"safe":["A3","B1","B3","C1","C3"],"unsafe":["A1"]}	24141	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782969806	14	random	1	leader	B3	human	{"safe":["A2","A3","B2","C1","C3"],"unsafe":[]}	9929	columns	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783043290	16	random	1	leader	A2	human	{"safe":["A3","B2","C2"],"unsafe":[]}	10921	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783060889	16	random	2	leader	A1	human	{"safe":["A3","B2","C2","A2"],"unsafe":["B3"]}	28516	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783076061	16	random	3	leader	C3	human	{"safe":["A3","B2","C2","A2"],"unsafe":["B3","A1"]}	43681	rows	question
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783183672	18	random	1	leader	C3	human	{"safe":["B3","C1","C2"],"unsafe":[]}	9332	rows	question
