iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782097855	1	practice	1	helper	A1	human	{"safe":["A2","A3"],"unsafe":[]}	11839	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782175623	3	random	1	helper	A2	human	{"safe":["A3"],"unsafe":[]}	21664	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782235015	5	random	1	helper	B1	human	{"safe":["B2","B3","C3"],"unsafe":[]}	11515	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782268422	7	random	1	helper	C1	human	{"safe":["C2"],"unsafe":[]}	9226	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782317062	9	pragmatic	1	helper	C1	human	{"safe":["C2"],"unsafe":[]}	8730	columns	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782337990	9	pragmatic	2	helper	A1	human	{"safe":["C2","C1","C3"],"unsafe":[]}	29658	columns	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782352191	9	pragmatic	3	helper	B3	human	{"safe":["C2","C1","C3","B2"],"unsafe":["A1"]}	43859	columns	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782364686	9	pragmatic	4	helper	A3	human	{"safe":["C2","C1","C3","B2","B3","B1"],"unsafe":["A1"]}	56354	columns	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782430534	11	random	1	helper	A1	human	{"safe":["A2","A3","B2","C1","C3"],"unsafe":[]}	8107	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782523309	13	empty	1	helper	A3	human	{"safe":[],"unsafe":[]}	7952	columns	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782537630	13	empty	2	helper	B3	human	{"safe":["A3"],"unsafe":["C2"]}	22272	columns	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782606358	15	random	1	helper	B1	human	{"safe":["B2"],"unsafe":[]}	8230	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782616558	15	random	2	helper	B3	human	{"safe":["B2","A2"],"unsafe":["B1"]}	18430	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782630363	15	random	3	helper	C1	human	{"safe":["B2","A2","C2"],"unsafe":["B1","B3"]}	32235	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782641317	15	random	4	helper	A3	human	{"safe":["B2","A2","C2"],"unsafe":["B1","B3","C1"]}	43190	rows	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782697582	17	random	1	helper	A3	human	{"safe":["A2","B1","C2","C3"],"unsafe":[]}	9785	columns	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782766245	19	blocked	1	helper	A3	human	{"safe":["B2"],"unsafe":[]}	8440	columns	question
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782779645	19	blocked	2	helper	B3	human	{"safe":["B2","A3"],"unsafe":["A2"]}	21840	columns	question
