iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783251850	0	practice	1	leader	A1	human	{"safe":["A2","B2"],"unsafe":[]}	12634	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783264376	0	practice	2	leader	B1	human	{"safe":["A2","B2"],"unsafe":["A1"]}	25155	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783289037	0	practice	3	leader	C2	human	{"safe":["A2","B2","B1"],"unsafe":["A1"]}	49817	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783337075	2	random	1	leader	B2	human	{"safe":["B1","B3","C3"],"unsafe":[]}	15148	rows	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783399303	4	random	1	leader	B1	human	{"safe":["A1","A2","C1"],"unsafe":[]}	16664	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783442213	6	pragmatic	1	leader	B2	human	{"safe":["B3"],"unsafe":[]}	17860	rows	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783491247	8	random	1	leader	B2	human	{"safe":["B1","B3","C3"],"unsafe":[]}	14078	rows	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783544690	10	blocked	1	leader	B2	human	{"safe":["A2"],"unsafe":[]}	16350	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783572385	10	blocked	2	leader	A1	human	{"safe":["A2","B3"],"unsafe":["B2"]}	44041	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783588577	10	blocked	3	leader	A3	human	{"safe":["A2","B3","C3"],"unsafe":["B2","A1"]}	60245	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783707893	12	empty	1	leader	A1	human	{"safe":[],"unsafe":[]}	19575	rows	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783729060	12	empty	2	leader	B1	human	{"safe":["A1"],"unsafe":["B2"]}	40785	rows	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783790029	12	empty	3	leader	B3	human	{"safe":["A1","B1","C1"],"unsafe":["B2"]}	101754	rows	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783810884	12	empty	4	leader	A2	human	{"safe":["A1","B1","C1","B3","C3"],"unsafe":["B2"]}	122599	rows	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783883086	14	random	1	leader	C2	human	{"safe":["A2","C1","C3"],"unsafe":[]}	28207	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550783899959	14	random	2	leader	B2	human	{"safe":["A2","C1","C3","C2"],"unsafe":["A1"]}	45079	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550784058095	16	random	1	leader	A1	human	{"safe":["A2","A3","B1","C2"],"unsafe":[]}	36053	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550784076249	16	random	2	leader	B2	human	{"safe":["A2","A3","B1","C2","C3"],"unsafe":["A1"]}	54208	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550784264918	18	random	1	leader	B2	human	{"safe":["A1","C3"],"unsafe":[]}	35895	columns	question
testing	6993-da4b0b7b-556a-4d49-866b-0f845f57e8ac	1550784282955	18	random	2	leader	B1	human	{"safe":["A1","C3","C1"],"unsafe":["B2"]}	53939	columns	question
