iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773647696	0	practice	1	leader	C3	human	{"safe":["A3","B3"],"unsafe":[]}	10306	columns	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773690518	2	random	1	leader	A2	human	{"safe":["B2","C1"],"unsafe":[]}	9409	columns	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773701660	2	random	2	leader	B1	human	{"safe":["B2","C1","A2"],"unsafe":["C2"]}	20600	columns	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773712918	2	random	3	leader	A1	human	{"safe":["B2","C1","A2","B1","B3"],"unsafe":["C2"]}	31856	columns	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773725319	2	random	4	leader	A3	human	{"safe":["B2","C1","A2","B1","B3"],"unsafe":["C2","A1"]}	44257	columns	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773773909	4	random	1	leader	A1	human	{"safe":["B1","B3"],"unsafe":[]}	5715	columns	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773840694	6	random	1	leader	C3	human	{"safe":["A2","C1","C2"],"unsafe":[]}	7973	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773878270	8	pragmatic	1	leader	C2	human	{"safe":["C1"],"unsafe":[]}	7299	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773909775	10	blocked	1	leader	C2	human	{"safe":["C1"],"unsafe":[]}	5169	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773919846	10	blocked	2	leader	B1	human	{"safe":["C1","C2"],"unsafe":["C3"]}	15233	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773928926	10	blocked	3	leader	B2	human	{"safe":["C1","C2","B1","A1"],"unsafe":["C3"]}	24320	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773938333	10	blocked	4	leader	B3	human	{"safe":["C1","C2","B1","A1","B2"],"unsafe":["C3","A2"]}	33728	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773984166	12	random	1	leader	A1	human	{"safe":["A2","C2"],"unsafe":[]}	5024	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550773998343	12	random	2	leader	C1	human	{"safe":["A2","C2","A1"],"unsafe":["A3"]}	19192	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550774075496	14	random	1	leader	A3	human	{"safe":["A1","B2","B3","C3"],"unsafe":[]}	7053	columns	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550774127046	16	empty	1	leader	A2	human	{"safe":[],"unsafe":[]}	5338	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550774135255	16	empty	2	leader	A1	human	{"safe":["A2","A3"],"unsafe":[]}	13546	rows	question
testing	7327-2c6009a3-3400-42e0-8ec2-ee5525c7162e	1550774197537	18	random	1	leader	B1	human	{"safe":["B3","C2"],"unsafe":[]}	6585	rows	question
