iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788566569	0	practice	1	leader	A1	human	{"safe":["B1","B2"],"unsafe":[]}	7425	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788580061	0	practice	2	leader	B3	human	{"safe":["B1","B2","A1"],"unsafe":[]}	20918	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788611910	2	random	1	leader	B2	human	{"safe":["A3","C2","C3"],"unsafe":[]}	5302	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788653085	4	random	1	leader	C2	human	{"safe":[],"unsafe":[]}	5506	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788662821	4	random	2	leader	A2	human	{"safe":["C2","C1"],"unsafe":[]}	15243	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788672828	4	random	3	leader	A1	human	{"safe":["C2","C1","A2","B2"],"unsafe":[]}	25251	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788684426	4	random	4	leader	C3	human	{"safe":["C2","C1","A2","B2","A3"],"unsafe":["A1"]}	36848	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788716053	6	empty	1	leader	B2	human	{"safe":[],"unsafe":[]}	5085	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788724903	6	empty	2	leader	A1	human	{"safe":["B2","C2"],"unsafe":[]}	13936	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788733992	6	empty	3	leader	C3	human	{"safe":["B2","C2","B3"],"unsafe":["A1"]}	23025	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788744197	6	empty	4	leader	C1	human	{"safe":["B2","C2","B3","B1"],"unsafe":["A1","C3"]}	33229	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788753659	6	empty	5	leader	A3	human	{"safe":["B2","C2","B3","B1"],"unsafe":["A1","C3","C1"]}	42691	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788762324	6	empty	6	leader	A2	human	{"safe":["B2","C2","B3","B1","A3"],"unsafe":["A1","C3","C1"]}	51359	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788798545	8	random	1	leader	B3	human	{"safe":["A2","A3","B1","B2","C1"],"unsafe":[]}	4882	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788838069	10	pragmatic	1	leader	B1	human	{"safe":["C1"],"unsafe":[]}	4606	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788877975	12	random	1	leader	A1	human	{"safe":["B1","B3","C1"],"unsafe":[]}	10265	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788904075	14	random	1	leader	C3	human	{"safe":[],"unsafe":[]}	4139	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788916290	14	random	2	leader	B1	human	{"safe":["C3"],"unsafe":["C2"]}	16351	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788926472	14	random	3	leader	B3	human	{"safe":["C3","B1","A3"],"unsafe":["C2"]}	26540	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788938855	14	random	4	leader	A2	human	{"safe":["C3","B1","A3","B3","A1"],"unsafe":["C2"]}	38924	rows	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788985655	16	random	1	leader	A1	human	{"safe":["A2","B2"],"unsafe":[]}	3753	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550788995047	16	random	2	leader	B3	human	{"safe":["A2","B2","A1","A3"],"unsafe":[]}	13146	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550789004358	16	random	3	leader	C2	human	{"safe":["A2","B2","A1","A3"],"unsafe":["B3","C1"]}	22457	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550789044909	18	blocked	1	leader	B3	human	{"safe":["A1"],"unsafe":[]}	4191	columns	question
testing	5251-95f91142-9882-4e75-9bee-a997a5e1bf64	1550789053766	18	blocked	2	leader	B1	human	{"safe":["A1","C1"],"unsafe":["B3"]}	13031	columns	question
