iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789468352	0	practice	1	leader	C1	human	{"safe":["A1","B1"],"unsafe":[]}	18566	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789519623	2	random	1	leader	A2	human	{"safe":["A1","B3","C2"],"unsafe":[]}	18484	rows	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789539318	2	random	2	leader	C3	human	{"safe":["A1","B3","C2","C1"],"unsafe":["A2"]}	38180	rows	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789627607	4	random	1	leader	C1	human	{"safe":["A2","B1","C2","C3"],"unsafe":[]}	13638	rows	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789646734	4	random	2	leader	B3	human	{"safe":["A2","B1","C2","C3","B2"],"unsafe":["C1"]}	32766	rows	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789697181	6	random	1	leader	B2	human	{"safe":["A2","B1","B3","C2"],"unsafe":[]}	13574	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789798700	8	random	1	leader	B2	human	{"safe":["A2","A3","C2"],"unsafe":[]}	9333	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789868361	10	blocked	1	leader	A1	human	{"safe":["B1"],"unsafe":[]}	8046	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789884687	10	blocked	2	leader	A2	human	{"safe":["B1","A1"],"unsafe":["C1"]}	24375	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789898365	10	blocked	3	leader	B2	human	{"safe":["B1","A1","A2","A3"],"unsafe":["C1"]}	38052	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789909675	10	blocked	4	leader	C2	human	{"safe":["B1","A1","A2","A3","B2","B3"],"unsafe":["C1"]}	49362	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789920478	10	blocked	5	leader	C3	human	{"safe":["B1","A1","A2","A3","B2","B3"],"unsafe":["C1","C2"]}	60164	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550789980248	12	pragmatic	1	leader	C1	human	{"safe":["C2"],"unsafe":[]}	6505	rows	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550790060877	14	empty	1	leader	A1	human	{"safe":[],"unsafe":[]}	7336	rows	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550790076132	14	empty	2	leader	B1	human	{"safe":["B2"],"unsafe":["A1"]}	22590	rows	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550790116885	16	random	1	leader	A3	human	{"safe":["B3","C1","C3"],"unsafe":[]}	8136	columns	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550790155231	18	random	1	leader	C3	human	{"safe":["A1","B2","C1","C2"],"unsafe":[]}	8650	rows	question
testing	8269-5f517944-1d21-4ed4-9bfd-6aa81d4b0a10	1550790167234	18	random	2	leader	A2	human	{"safe":["A1","B2","C1","C2","A3"],"unsafe":["C3"]}	20654	rows	question
