iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	question	sender	gridState	timeFromMessage	goal	eventType
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783486402	0	practice	1	leader	A2	human	{"safe":["A1","B1"],"unsafe":[]}	16755	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783499580	0	practice	2	leader	B2	human	{"safe":["A1","B1"],"unsafe":["A2"]}	29952	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783509180	0	practice	3	leader	C1	human	{"safe":["A1","B1"],"unsafe":["A2","B2"]}	39551	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783539400	2	random	1	leader	C2	human	{"safe":["A1","A3","B2"],"unsafe":[]}	7235	rows	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783632463	4	random	1	leader	B1	human	{"safe":["B2","B3","C2","C3"],"unsafe":[]}	7906	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783644964	4	random	2	leader	A2	human	{"safe":["B2","B3","C2","C3","C1"],"unsafe":["B1"]}	20394	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783693659	6	pragmatic	1	leader	B2	human	{"safe":["A2"],"unsafe":[]}	5950	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783776033	8	random	1	leader	A3	human	{"safe":[],"unsafe":[]}	5976	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783789541	8	random	2	leader	B3	human	{"safe":["A3","A2"],"unsafe":[]}	19503	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783803334	8	random	3	leader	B1	human	{"safe":["A3","A2","B3"],"unsafe":["C3"]}	33271	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550783816865	8	random	4	leader	B2	human	{"safe":["A3","A2","B3","A1"],"unsafe":["C3","B1"]}	46784	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784001570	10	random	1	leader	B3	human	{"safe":["A2","A3","B2","C1"],"unsafe":[]}	6042	rows	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784051675	12	random	1	leader	B2	human	{"safe":["A2","C3"],"unsafe":[]}	5093	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784135969	14	empty	1	leader	B2	human	{"safe":[],"unsafe":[]}	8152	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784147674	14	empty	2	leader	A1	human	{"safe":["B2"],"unsafe":["B3"]}	19856	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784160274	14	empty	3	leader	A3	human	{"safe":["B2","A1","C2"],"unsafe":["B3"]}	32471	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784185419	16	blocked	1	leader	B3	human	{"safe":["B2"],"unsafe":[]}	5196	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784214932	16	blocked	2	leader	A2	human	{"safe":["B2","B3","B1"],"unsafe":[]}	34723	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784227779	16	blocked	3	leader	C2	human	{"safe":["B2","B3","B1"],"unsafe":["A2","C1"]}	47587	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784237521	16	blocked	4	leader	A1	human	{"safe":["B2","B3","B1","C2"],"unsafe":["A2","C1"]}	57298	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784248899	16	blocked	5	leader	C3	human	{"safe":["B2","B3","B1","C2"],"unsafe":["A2","C1","A1"]}	68690	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784323160	18	random	1	leader	A1	human	{"safe":["A2","A3"],"unsafe":[]}	6378	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784333927	18	random	2	leader	B2	human	{"safe":["A2","A3","A1"],"unsafe":["B1"]}	17114	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784344586	18	random	3	leader	C3	human	{"safe":["A2","A3","A1","B2"],"unsafe":["B1","C1"]}	27786	columns	question
testing	1428-3808e259-18ce-4657-9fbd-32d10ee567e0	1550784353739	18	random	4	leader	C2	human	{"safe":["A2","A3","A1","B2","C3"],"unsafe":["B1","C1"]}	36954	columns	question
