alpha,beta,modelType,logLikelihood,posteriorProb
9,0.7,Q1_emp,-396.7142529611858,-92.63556244033487
9,0.6,Q1_emp,-374.893769929902,-70.81507940905107
9,0.5,Q1_emp,-357.1628909861101,-53.08420046525914
9,0.4,Q1_emp,-343.88769985038607,-39.809009329535115
9,0.3,Q1_emp,-335.747173573954,-31.668483053103046
9,0.2,Q1_emp,-333.74933557270026,-29.670645051849306
9,0.1,Q1_emp,-339.14545568457817,-35.06676516372721
9,0,Q1_emp,-353.20464355905244,-49.12595303820149
8.9,1,Q1_emp,-485.20583816346726,-181.1271476426163
8.9,0.9,Q1_emp,-451.66335035685705,-147.5846598360061
8.9,0.8,Q1_emp,-422.16740986462264,-118.08871934377169
8.9,0.7,Q1_emp,-396.64127449618223,-92.5625839753313
8.9,0.6,Q1_emp,-375.06116279846697,-70.98247227761601
8.9,0.5,Q1_emp,-357.55594233323006,-53.47725181237911
8.9,0.4,Q1_emp,-344.4945603717178,-40.41586985086684
8.9,0.3,Q1_emp,-336.5489604944949,-32.47026997364395
8.9,0.2,Q1_emp,-334.706872105803,-30.62818158495202
8.9,0.1,Q1_emp,-340.18589655592353,-36.107206035072586
8.9,0,Q1_emp,-354.2158739541925,-50.137183433341534
8.8,1,Q1_emp,-484.2542302972321,-180.17553977638113
8.8,0.9,Q1_emp,-451.0640818136407,-146.98539129278979
8.8,0.8,Q1_emp,-421.87198997419074,-117.79329945333978
8.8,0.7,Q1_emp,-396.61321543225586,-92.5345249114049
8.8,0.6,Q1_emp,-375.27636977433093,-71.19767925347998
8.8,0.5,Q1_emp,-357.99940550323106,-53.920714982380105
8.8,0.4,Q1_emp,-345.1538482857748,-41.07515776492386
8.8,0.3,Q1_emp,-337.40433286117343,-33.32564234032248
8.8,0.2,Q1_emp,-335.71819168036495,-31.639501159514
8.8,0.1,Q1_emp,-341.2796317864809,-37.20094126562992
8.8,0,Q1_emp,-355.27980768812176,-51.20111716727081
8.7,1,Q1_emp,-483.3407481975613,-179.26205767671036
8.7,0.9,Q1_emp,-450.50527346599574,-146.4265829451448
8.7,0.8,Q1_emp,-421.6198263108878,-117.54113579003685
8.7,0.7,Q1_emp,-396.6314363642595,-92.55274584340856
8.7,0.6,Q1_emp,-375.5408368449194,-71.46214632406844
8.7,0.5,Q1_emp,-358.4947912694299,-54.41610074857897
8.7,0.4,Q1_emp,-345.86711020598494,-41.78841968513399
8.7,0.3,Q1_emp,-338.3148437441065,-34.23615322325554
8.7,0.2,Q1_emp,-336.7848322917204,-32.70614177086947
8.7,0.1,Q1_emp,-342.4281709849641,-38.34948046411313
8.7,0,Q1_emp,-356.39791423321435,-52.3192237123634
8.6,1,Q1_emp,-482.466515933932,-178.38782541308103
8.6,0.9,Q1_emp,-449.9881464136242,-145.90945589277322
8.6,0.8,Q1_emp,-421.4122392037398,-117.33354868288882
8.6,0.7,Q1_emp,-396.697354991062,-92.61866447021106
8.6,0.6,Q1_emp,-375.8560685535492,-71.77737803269828
8.6,0.5,Q1_emp,-359.04366926149123,-54.96497874064028
8.6,0.4,Q1_emp,-346.6359508627773,-42.55726034192634
8.6,0.3,Q1_emp,-339.2821028821804,-35.20341236132947
8.6,0.2,Q1_emp,-337.90838678075505,-33.8296962599041
8.6,0.1,Q1_emp,-343.63307659086104,-39.55438607001008
8.6,0,Q1_emp,-357.57171391556295,-53.493023394712
8.5,1,Q1_emp,-481.6327078394155,-177.55401731856455
8.5,0.9,Q1_emp,-449.51397614154433,-145.43528562069338
8.5,0.8,Q1_emp,-421.25060685445226,-117.1719163336013
8.5,0.7,Q1_emp,-396.8124494288902,-92.73375890803925
8.5,0.6,Q1_emp,-376.22363126954116,-72.1449407486902
8.5,0.5,Q1_emp,-359.64767114337275,-55.56898062252179
8.5,0.4,Q1_emp,-347.462036170379,-43.38334564952805
8.5,0.3,Q1_emp,-340.30777964318963,-36.22908912233868
8.5,0.2,Q1_emp,-339.0905057006766,-35.011815179825646
8.5,0.1,Q1_emp,-344.89596666333824,-40.81727614248729
8.5,0,Q1_emp,-358.80278063662263,-54.72409011577168
8.4,1,Q1_emp,-480.8405517962394,-176.76186127538847
8.4,0.9,Q1_emp,-449.0840959696367,-145.00540544878575
8.4,0.8,Q1_emp,-421.13636888524906,-117.0576783643981
8.4,0.7,Q1_emp,-396.978261781416,-92.89957126056504
8.4,0.6,Q1_emp,-376.64515670836687,-72.56646618751591
8.4,0.5,Q1_emp,-360.3084940339172,-56.22980351306626
8.4,0.4,Q1_emp,-348.3470965301994,-44.26840600934844
8.4,0.3,Q1_emp,-341.39360621665895,-37.314915695808
8.4,0.2,Q1_emp,-340.3329004143446,-36.25420989349362
8.4,0.1,Q1_emp,-346.21851789914285,-42.1398273782919
8.4,0,Q1_emp,-360.0927448210281,-56.01405430017712
8.3,1,Q1_emp,-480.0913328025846,-176.01264228173363
8.3,0.9,Q1_emp,-448.6999007882427,-144.62121026739175
8.3,0.8,Q1_emp,-421.0710301726067,-116.99233965175574
8.3,0.7,Q1_emp,-397.1964019913192,-93.11771147046824
8.3,0.6,Q1_emp,-377.1223457260756,-73.04365520522464
8.3,0.5,Q1_emp,-361.0279041940056,-56.94921367315465
8.3,0.4,Q1_emp,-349.29293039457116,-45.2142398737202
8.3,0.3,Q1_emp,-342.54138106308295,-38.462690542232
8.3,0.2,Q1_emp,-341.63734644584804,-37.55865592499708
8.3,0.1,Q1_emp,-347.6024689030263,-43.52377838217535
8.3,0,Q1_emp,-361.4432966137595,-57.364606092908566
8.2,1,Q1_emp,-479.38639684914256,-175.3077063282916
8.2,0.9,Q1_emp,-448.36285110821063,-144.2841605873597
8.2,0.8,Q1_emp,-421.0561649948802,-116.97747447402924
8.2,0.7,Q1_emp,-397.4685520007601,-93.38986147990914
8.2,0.6,Q1_emp,-377.65697241494854,-73.57828189409759
8.2,0.5,Q1_emp,-361.80774100688177,-57.729050486030815
8.2,0.4,Q1_emp,-350.30140811729405,-46.22271759644309
8.2,0.3,Q1_emp,-343.7529726459683,-39.67428212511737
8.2,0.2,Q1_emp,-343.00568711265254,-38.92699659180158
8.2,0.1,Q1_emp,-349.0496237367989,-44.97093321594792
8.2,0,Q1_emp,-362.8561893523569,-58.777498831505966
8.1,1,Q1_emp,-478.72715513718555,-174.6484646163346
8.1,0.9,Q1_emp,-448.0744774569646,-143.99578693611363
8.1,0.8,Q1_emp,-421.09342152491087,-117.01473100405993
8.1,0.7,Q1_emp,-397.79647025126513,-93.71777973041418
8.1,0.6,Q1_emp,-378.2508885303277,-74.17219800947674
8.1,0.5,Q1_emp,-362.64992128123436,-58.5712307603834
8.1,0.4,Q1_emp,-351.37447612039125,-47.295785599540295
8.1,0.3,Q1_emp,-345.0303234760082,-40.951632955157265
8.1,0.2,Q1_emp,-344.4398374675271,-40.36114694667617
8.1,0.1,Q1_emp,-350.5618557759507,-46.48316525509973
8.1,0,Q1_emp,-364.33324334265853,-60.254552821807586
8,1,Q1_emp,-478.115088673528,-174.03639815267707
8,0.9,Q1_emp,-447.836385155722,-143.75769463487106
8,0.8,Q1_emp,-421.18452670218966,-117.1058361813387
8,0.7,Q1_emp,-398.1819965569171,-94.10330603606616
8,0.6,Q1_emp,-378.90602828192743,-74.82733776107648
8,0.5,Q1_emp,-363.55644390994826,-59.4777533890973
8,0.4,Q1_emp,-352.5141614097886,-48.43547088893763
8,0.3,Q1_emp,-346.3754544999872,-42.296763979136244
8,0.2,Q1_emp,-345.9417885826824,-41.863098061831465
8,0.1,Q1_emp,-352.14111190593087,-48.06242138507992
8,0,Q1_emp,-365.8763499696219,-61.797659448770965
7.9,1,Q1_emp,-477.5517532818445,-173.4730627609936
7.9,0.9,Q1_emp,-447.65025951698135,-143.5715689961304
7.9,0.8,Q1_emp,-421.33129152303985,-117.2526010021889
7.9,0.7,Q1_emp,-398.6270573885584,-94.54836686770744
7.9,0.6,Q1_emp,-379.62441352667304,-75.54572300582208
7.9,0.5,Q1_emp,-364.5293949211418,-60.45070440029082
7.9,0.4,Q1_emp,-353.7225764762925,-49.64388595544153
7.9,0.3,Q1_emp,-347.79046987062003,-43.711779349769074
7.9,0.2,Q1_emp,-347.5136122120898,-43.434921691238856
7.9,0.1,Q1_emp,-353.7894170936381,-49.71072657278717
7.9,0,Q1_emp,-367.48747617818475,-63.408785657333794
7.8,1,Q1_emp,-477.0387850743695,-172.96009455351856
7.8,0.9,Q1_emp,-447.5178715058426,-143.43918098499168
7.8,0.8,Q1_emp,-421.53561679161754,-117.45692627076659
7.8,0.7,Q1_emp,-399.13367161093487,-95.05498109008391
7.8,0.6,Q1_emp,-380.4081594042764,-76.32946888342542
7.8,0.5,Q1_emp,-365.5709529622068,-61.49226244135582
7.8,0.4,Q1_emp,-355.0019246223007,-50.92323410144974
7.8,0.3,Q1_emp,-349.27756213753804,-45.198871616687086
7.8,0.2,Q1_emp,-349.15746587187897,-45.078775351028014
7.8,0.1,Q1_emp,-355.508879373512,-51.430188852661054
7.8,0,Q1_emp,-369.1686693628627,-65.08997884201176
7.7,1,Q1_emp,-476.5779064331422,-172.49921591229122
7.7,0.9,Q1_emp,-447.4410839137377,-143.36239339288676
7.7,0.8,Q1_emp,-421.7994993793821,-117.72080885853114
7.7,0.7,Q1_emp,-399.703956719465,-95.62526619861404
7.7,0.6,Q1_emp,-381.2594804613922,-77.18078994054122
7.7,0.5,Q1_emp,-366.68339526213754,-62.60470474128658
7.7,0.4,Q1_emp,-356.3545057591715,-52.27581523832055
7.7,0.3,Q1_emp,-350.83901790403627,-46.76032738318531
7.7,0.2,Q1_emp,-350.8755983830185,-46.79690786216753
7.7,0.1,Q1_emp,-357.3016952918142,-53.22300477096326
7.7,0,Q1_emp,-370.92206270891484,-66.84337218806388
7.6,1,Q1_emp,-476.1709325557196,-172.0922420348687
7.6,0.9,Q1_emp,-447.4218580987212,-143.34316757787028
7.6,0.8,Q1_emp,-422.12503904611685,-118.0463485252659
7.6,0.7,Q1_emp,-400.34013562855523,-96.26144510770428
7.6,0.6,Q1_emp,-382.1806973153445,-78.10200679449355
7.6,0.5,Q1_emp,-367.8691041224855,-63.790413601634555
7.6,0.4,Q1_emp,-357.78272272514323,-53.70403220429228
7.6,0.3,Q1_emp,-352.4772239990696,-48.39853347821867
7.6,0.2,Q1_emp,-352.670355925233,-48.59166540438208
7.6,0.1,Q1_emp,-359.1701558573357,-55.09146533648477
7.6,0,Q1_emp,-372.7498810324353,-68.67119051158437
7.5,1,Q1_emp,-475.8197786267432,-171.74108810589226
7.5,0.9,Q1_emp,-447.462261352736,-143.38357083188504
7.5,0.8,Q1_emp,-422.5144458816071,-118.43575536075618
7.5,0.7,Q1_emp,-401.04454406926754,-96.9658535484166
7.5,0.6,Q1_emp,-383.1742439141255,-79.09555339327454
7.5,0.5,Q1_emp,-369.1305739928621,-65.05188347201113
7.5,0.4,Q1_emp,-359.28908817916704,-55.21039765831608
7.5,0.3,Q1_emp,-354.1946742193211,-50.11598369847013
7.5,0.2,Q1_emp,-354.54418865631936,-50.46549813546841
7.5,0.1,Q1_emp,-361.1166530518186,-57.03796253096766
7.5,0,Q1_emp,-374.6544471716937,-70.57575665084272
7.4,1,Q1_emp,-475.526467683991,-171.44777716314002
7.4,0.9,Q1_emp,-447.56447496324677,-143.4857844423958
7.4,0.8,Q1_emp,-422.97004843382985,-118.8913579129789
7.4,0.7,Q1_emp,-401.8196386606327,-97.74094813978172
7.4,0.6,Q1_emp,-384.24267545568904,-80.16398493483808
7.4,0.5,Q1_emp,-370.4704191930841,-66.39172867223317
7.4,0.4,Q1_emp,-360.8762321320323,-56.79754161118137
7.4,0.3,Q1_emp,-355.99397670202984,-51.91528618117889
7.4,0.2,Q1_emp,-356.4996579567161,-52.42096743586513
7.4,0.1,Q1_emp,-363.14368695894683,-59.064996438095875
7.4,0,Q1_emp,-376.6381889874897,-72.55949846663873
7.3,1,Q1_emp,-475.29313925567493,-171.214448734824
7.3,0.9,Q1_emp,-447.73080304444807,-143.6521125235971
7.3,0.8,Q1_emp,-423.4943025969947,-119.41561207614376
7.3,0.7,Q1_emp,-402.66800572613164,-98.5893152052807
7.3,0.6,Q1_emp,-385.3886770365439,-81.30998651569297
7.3,0.5,Q1_emp,-371.8913823508346,-67.81269182998363
7.3,0.4,Q1_emp,-362.5469101827644,-58.46821966191346
7.3,0.3,Q1_emp,-357.8778619956765,-53.799171474825535
7.3,0.2,Q1_emp,-358.53944436540024,-54.460753844549295
7.3,0.1,Q1_emp,-365.2538735767917,-61.17518305594076
7.3,0,Q1_emp,-378.7036470362036,-74.62495651535268
7.2,1,Q1_emp,-475.12205885483,-171.04336833397906
7.2,0.9,Q1_emp,-447.96368222194513,-143.88499170109418
7.2,0.8,Q1_emp,-424.08980134109675,-120.01111082024579
7.2,0.7,Q1_emp,-403.59237093484313,-99.51368041399219
7.2,0.6,Q1_emp,-386.61507310735,-82.53638258649904
7.2,0.5,Q1_emp,-373.39634363115823,-69.31765311030728
7.2,0.4,Q1_emp,-364.30401253548047,-60.22532201462951
7.2,0.3,Q1_emp,-359.84919190259035,-55.7705013817394
7.2,0.2,Q1_emp,-360.66635627993844,-56.58766575908749
7.2,0.1,Q1_emp,-367.44995338517265,-63.3712628643217
7.2,0,Q1_emp,-380.8534829856561,-76.77479246480516
7.1,1,Q1_emp,-475.0156284268317,-170.93693790598076
7.1,0.9,Q1_emp,-448.2656922645055,-144.18700174365458
7.1,0.8,Q1_emp,-424.7592853738694,-120.68059485301842
7.1,0.7,Q1_emp,-404.59560985556305,-100.5169193347121
7.1,0.6,Q1_emp,-387.9248378216686,-83.84614730081762
7.1,0.5,Q1_emp,-374.9883308422614,-70.90964032141045
7.1,0.4,Q1_emp,-366.15057387974304,-62.07188335889208
7.1,0.3,Q1_emp,-361.91096917512726,-57.83227865427631
7.1,0.2,Q1_emp,-362.88333950082836,-58.8046489799774
7.1,0.1,Q1_emp,-369.734800746487,-65.65611022563604
7.1,0,Q1_emp,-383.09048885085934,-79.01179833000839
7,1,Q1_emp,-474.97639785741836,-170.8977073365674
7,0.9,Q1_emp,-448.6395677672329,-144.56087724638195
7,0.8,Q1_emp,-425.5056548362156,-121.42696431536469
7,0.7,Q1_emp,-405.6807595218937,-101.60206900104278
7,0.6,Q1_emp,-389.3211063732666,-85.24241585241566
7,0.5,Q1_emp,-376.6705305109283,-72.59183999007735
7,0.4,Q1_emp,-368.0897842259551,-64.01109370510414
7,0.3,Q1_emp,-364.0663481552249,-59.98765763437393
7,0.2,Q1_emp,-365.1934877081378,-61.114797187286854
7,0.1,Q1_emp,-372.11143422619836,-68.03274370534741
7,0,Q1_emp,-385.41759713422147,-81.33890661337051
6.9,1,Q1_emp,-475.0070776612725,-170.92838714042153
6.9,0.9,Q1_emp,-449.0882110024538,-145.00952048160286
6.9,0.8,Q1_emp,-426.33198214343713,-122.25329162258618
6.9,0.7,Q1_emp,-406.8510311169077,-102.77234059605672
6.9,0.6,Q1_emp,-390.80718742744784,-86.72849690659689
6.9,0.5,Q1_emp,-378.4463000304771,-74.36760950962616
6.9,0.4,Q1_emp,-370.1250007964993,-66.04631027564835
6.9,0.3,Q1_emp,-366.31864645590946,-62.23995593505851
6.9,0.2,Q1_emp,-367.6000539668702,-63.52136344601922
6.9,0.1,Q1_emp,-374.58302792733735,-70.5043374064864
6.9,0,Q1_emp,-387.83789196277996,-83.75920144192901
6.8,1,Q1_emp,-475.1105529852978,-171.03186246444682
6.8,0.9,Q1_emp,-449.6147060677904,-145.53601554693947
6.8,0.8,Q1_emp,-427.24152609691936,-123.1628355760684
6.8,0.7,Q1_emp,-408.1098238975818,-104.03113337673085
6.8,0.6,Q1_emp,-392.3865767628096,-88.30788624195867
6.8,0.5,Q1_emp,-380.3191809945161,-76.24049047366515
6.8,0.4,Q1_emp,-372.2597610831383,-68.18107056228735
6.8,0.3,Q1_emp,-368.6713577926746,-64.59266727182366
6.8,0.2,Q1_emp,-370.1064633664272,-66.02777284557624
6.8,0.1,Q1_emp,-377.15292394202254,-73.07423342117158
6.8,0,Q1_emp,-390.3546213235439,-86.27593080269293
6.7,1,Q1_emp,-475.289899076326,-171.21120855547503
6.7,0.9,Q1_emp,-450.222334475405,-146.14364395455402
6.7,0.8,Q1_emp,-428.2377474044074,-124.15905688355645
6.7,0.7,Q1_emp,-409.46074049174484,-105.38204997089389
6.7,0.6,Q1_emp,-394.0629722515582,-89.98428173070728
6.7,0.5,Q1_emp,-382.29291384078397,-78.21422331993301
6.7,0.4,Q1_emp,-374.4977971916005,-70.41910667074956
6.7,0.3,Q1_emp,-371.12816608249557,-67.04947556164461
6.7,0.2,Q1_emp,-372.7163269089475,-68.63763638809655
6.7,0.1,Q1_emp,-379.8246460321025,-75.74595551125157
6.7,0,Q1_emp,-392.97121050696103,-88.89251998611007
6.6,1,Q1_emp,-475.548398380257,-171.46970785940607
6.6,0.9,Q1_emp,-450.91459234231246,-146.83590182146153
6.6,0.8,Q1_emp,-429.3243257616747,-125.24563524082374
6.6,0.7,Q1_emp,-410.9076037138268,-106.82891319297585
6.6,0.6,Q1_emp,-395.8402903190927,-91.76159979824172
6.6,0.5,Q1_emp,-384.37145394107574,-80.29276342022479
6.6,0.4,Q1_emp,-376.8430516052114,-72.76436108436043
6.6,0.3,Q1_emp,-373.69296093854894,-69.61427041769798
6.6,0.2,Q1_emp,-375.4334567710809,-71.35476625022994
6.6,0.1,Q1_emp,-382.601914660472,-78.52322413962105
6.6,0,Q1_emp,-395.6912768778179,-91.61258635696697
6.5,1,Q1_emp,-475.88955945859914,-171.81086893774818
6.5,0.9,Q1_emp,-451.6952093590034,-147.61651883815247
6.5,0.8,Q1_emp,-430.5051786641962,-126.42648814334524
6.5,0.7,Q1_emp,-412.45447506015876,-108.3757845393078
6.5,0.6,Q1_emp,-397.72268403682494,-93.64399351597399
6.5,0.5,Q1_emp,-386.5589892854812,-82.48029876463022
6.5,0.4,Q1_emp,-379.29969451078193,-75.22100398993098
6.5,0.3,Q1_emp,-376.3698546992842,-72.29116417843323
6.5,0.2,Q1_emp,-378.2618830737741,-74.18319255292312
6.5,0.1,Q1_emp,-385.488663504246,-81.40997298339505
6.5,0,Q1_emp,-398.5186461023886,-94.43995558153762
6.4,1,Q1_emp,-476.31713792913956,-172.2384474082886
6.4,0.9,Q1_emp,-452.5681697323757,-148.48947921152472
6.4,0.8,Q1_emp,-431.7844821343761,-127.70579161352515
6.4,0.7,Q1_emp,-414.10567505986205,-110.0269845390111
6.4,0.6,Q1_emp,-399.7145630160808,-95.63587249522982
6.4,0.5,Q1_emp,-388.85995992179767,-84.78126940094671
6.4,0.4,Q1_emp,-381.8721428415215,-77.79345232067055
6.4,0.3,Q1_emp,-379.16320114120344,-75.08451062035249
6.4,0.2,Q1_emp,-381.2058723046879,-77.12718178383693
6.4,0.1,Q1_emp,-388.4890575906491,-84.41036706979816
6.4,0,Q1_emp,-401.4573699701801,-97.37867944932914
6.3,1,Q1_emp,-476.8351596600443,-172.7564691391934
6.3,0.9,Q1_emp,-453.53773531914555,-149.45904479829463
6.3,0.8,Q1_emp,-433.1666935678088,-129.08800304695785
6.3,0.7,Q1_emp,-415.8658056733341,-111.78711515248312
6.3,0.6,Q1_emp,-401.8206152851702,-97.74192476431926
6.3,0.5,Q1_emp,-391.2790793237478,-87.20038880289684
6.3,0.4,Q1_emp,-384.56508120327464,-80.48639068242369
6.3,0.3,Q1_emp,-382.0776160352114,-77.99892551436045
6.3,0.2,Q1_emp,-384.2699475476634,-80.19125702681242
6.3,0.1,Q1_emp,-391.60751320584296,-87.52882268499202
6.3,0,Q1_emp,-404.5117459578976,-100.43305543704662
6.2,1,Q1_emp,-477.44794647099855,-173.36925595014762
6.2,0.9,Q1_emp,-454.60847118728685,-150.5297806664359
6.2,0.8,Q1_emp,-434.65657692077997,-130.577886399929
6.2,0.7,Q1_emp,-417.7397749466982,-113.66108442584726
6.2,0.6,Q1_emp,-404.0458313460397,-99.96714082518872
6.2,0.5,Q1_emp,-393.8213578742149,-89.74266735336397
6.2,0.4,Q1_emp,-387.3834848615001,-83.30479434064917
6.2,0.3,Q1_emp,-385.1179997163779,-81.03930919552693
6.2,0.2,Q1_emp,-387.4589106828193,-83.38022016196834
6.2,0.1,Q1_emp,-394.8487197356575,-90.77002921480653
6.2,0,Q1_emp,-407.68633869193087,-103.60764817107992
6.1,1,Q1_emp,-478.16014462093415,-174.0814541000832
6.1,0.9,Q1_emp,-455.7852738654628,-151.70658334461183
6.1,0.8,Q1_emp,-436.25923048041113,-132.18053995956018
6.1,0.7,Q1_emp,-419.7328241469751,-115.65413362612412
6.1,0.6,Q1_emp,-406.3955306208794,-102.31684010002846
6.1,0.5,Q1_emp,-396.4921286616024,-92.41343814075145
6.1,0.4,Q1_emp,-390.33264497660747,-86.25395445575651
6.1,0.3,Q1_emp,-388.2895618458477,-84.21087132499673
6.1,0.2,Q1_emp,-390.77786672886833,-86.69917620801738
6.1,0.1,Q1_emp,-398.2176636047447,-94.13897308389375
6.1,0,Q1_emp,-410.9860034732265,-106.90731295237556
6,1,Q1_emp,-478.9767563891577,-174.89806586830676
6,0.9,Q1_emp,-457.07340256344025,-152.99471204258933
6,0.8,Q1_emp,-437.98011747806294,-133.90142695721198
6,0.7,Q1_emp,-421.8505576185872,-117.77186709773623
6,0.6,Q1_emp,-408.87539051205306,-104.7966999912021
6,0.5,Q1_emp,-399.2970757980193,-95.21838527716835
6,0.4,Q1_emp,-393.4181962839089,-89.33950576305796
6,0.3,Q1_emp,-391.5978485507725,-87.51915802992153
6,0.2,Q1_emp,-394.2322505054079,-90.15355998455692
6,0.1,Q1_emp,-401.7196544864034,-97.64096396555243
6,0,Q1_emp,-414.4159120341839,-110.33722151333296
5.9,1,Q1_emp,-479.90317508486226,-175.8244845640113
5.9,0.9,Q1_emp,-458.47851366956513,-154.39982314871418
5.9,0.8,Q1_emp,-439.8250998251388,-135.74640930428785
5.9,0.7,Q1_emp,-424.09897561639025,-120.02028509553931
5.9,0.6,Q1_emp,-411.4914783099229,-107.41278778907196
5.9,0.5,Q1_emp,-402.2422654763892,-98.16357495553825
5.9,0.4,Q1_emp,-396.64614742058626,-92.5674568997353
5.9,0.3,Q1_emp,-395.0487721326377,-90.97008161178672
5.9,0.2,Q1_emp,-397.82785579637857,-93.74916527552762
5.9,0.1,Q1_emp,-405.36035395831505,-101.28166343746409
5.9,0,Q1_emp,-417.98158070039824,-113.90289017954728
5.8,1,Q1_emp,-480.9452238483518,-176.86653332750086
5.8,0.9,Q1_emp,-460.0066988536567,-155.92800833280575
5.8,0.8,Q1_emp,-441.800475267324,-137.72178474647305
5.8,0.7,Q1_emp,-426.4845103826589,-122.40581986180797
5.8,0.6,Q1_emp,-414.2502861914651,-110.17159567061412
5.8,0.5,Q1_emp,-405.33417998866184,-101.2554894678109
5.8,0.4,Q1_emp,-400.02291410459793,-95.94422358374698
5.8,0.3,Q1_emp,-398.64864353499445,-94.56995301414351
5.8,0.2,Q1_emp,-401.57086719538927,-97.49217667453831
5.8,0.1,Q1_emp,-409.1458067785442,-105.06711625769327
5.8,0,Q1_emp,-421.6889011294702,-117.61021060861924
5.7,1,Q1_emp,-482.1091986348351,-178.03050811398413
5.7,0.9,Q1_emp,-461.6645271240101,-157.58583660315915
5.7,0.8,Q1_emp,-443.9130182672689,-139.83432774641798
5.7,0.7,Q1_emp,-429.0140657439922,-124.93537522314125
5.7,0.6,Q1_emp,-417.1587695565397,-113.08007903568875
5.7,0.5,Q1_emp,-408.5797549275618,-104.50106440671084
5.7,0.4,Q1_emp,-403.55535536779684,-99.47666484694588
5.7,0.3,Q1_emp,-402.404207756919,-98.32551723606804
5.7,0.2,Q1_emp,-405.4678948077134,-101.38920428686242
5.7,0.1,Q1_emp,-413.08247494990286,-109.0037844290519
5.7,0,Q1_emp,-425.54417379332256,-121.4654832724716
5.6,1,Q1_emp,-483.40191579688724,-179.32322527603628
5.6,0.9,Q1_emp,-463.4590912039115,-159.38040068306054
5.6,0.8,Q1_emp,-446.1700249350173,-142.09133441416634
5.6,0.7,Q1_emp,-431.69506050707434,-127.6163699862234
5.6,0.6,Q1_emp,-420.2243889464147,-116.14569842556375
5.6,0.5,Q1_emp,-411.98641978780364,-107.90772926695269
5.6,0.4,Q1_emp,-407.25081303579105,-103.17212251494011
5.6,0.3,Q1_emp,-406.32268238650136,-102.2439918656504
5.6,0.2,Q1_emp,-409.5260119704973,-105.44732144964632
5.6,0.1,Q1_emp,-417.1772747272651,-113.09858420641416
5.6,0,Q1_emp,-429.5541443576343,-125.47545383678334
5.5,1,Q1_emp,-484.83076470257504,-180.75207418172408
5.5,0.9,Q1_emp,-465.39805860398434,-161.3193680831334
5.5,0.8,Q1_emp,-448.5793623277163,-144.50067180686534
5.5,0.7,Q1_emp,-434.5354759272002,-130.45678540634924
5.5,0.6,Q1_emp,-423.45515577813524,-119.37646525728428
5.5,0.5,Q1_emp,-415.5621421669279,-111.48345164607696
5.5,0.4,Q1_emp,-411.11715462768785,-107.0384641068369
5.5,0.3,Q1_emp,-410.41179940686305,-106.3331088860121
5.5,0.2,Q1_emp,-413.7527961296491,-109.67410560879813
5.5,0.1,Q1_emp,-421.4376166992163,-117.35892617836534
5.5,0,Q1_emp,-433.72604308975343,-129.64735256890248
5.4,1,Q1_emp,-486.40376584006515,-182.3250753192142
5.4,0.9,Q1_emp,-467.48972776883477,-163.4110372479838
5.4,0.8,Q1_emp,-451.14952243234563,-147.0708319114947
5.4,0.7,Q1_emp,-437.5439075073499,-133.46521698649894
5.4,0.6,Q1_emp,-426.8596821054475,-122.78099158459658
5.4,0.5,Q1_emp,-419.31547573770655,-115.2367852168556
5.4,0.4,Q1_emp,-415.1628198167122,-111.08412929586126
5.4,0.3,Q1_emp,-414.67985039245116,-110.6011598716002
5.4,0.2,Q1_emp,-418.1563729758896,-114.07768245503867
5.4,0.1,Q1_emp,-425.87144903949854,-121.79275851864759
5.4,0,Q1_emp,-438.0676273918426,-133.98893687099167
5.3,1,Q1_emp,-488.12963486247844,-184.05094434162748
5.3,0.9,Q1_emp,-469.7430896659272,-165.66439914507623
5.3,0.8,Q1_emp,-453.88968112323477,-149.8109906023838
5.3,0.7,Q1_emp,-440.72962135425314,-136.65093083340219
5.3,0.6,Q1_emp,-430.44723457810807,-126.36854405725713
5.3,0.5,Q1_emp,-423.25561211933496,-119.17692159848401
5.3,0.4,Q1_emp,-419.39687054370984,-115.31818002285888
5.3,0.3,Q1_emp,-419.1357351616933,-115.05704464084232
5.3,0.2,Q1_emp,-422.74546388963046,-118.66677336877952
5.3,0.1,Q1_emp,-430.48730397124126,-126.4086134503903
5.3,0,Q1_emp,-442.5872275052549,-138.50853698440395
5.2,1,Q1_emp,-490.0178530138569,-185.93916249300594
5.2,0.9,Q1_emp,-472.16789515627454,-168.08920463542358
5.2,0.8,Q1_emp,-456.80976234491703,-152.73107182406608
5.2,0.7,Q1_emp,-444.10261526619445,-140.0239247453435
5.2,0.6,Q1_emp,-434.2277927114255,-130.14910219057452
5.2,0.5,Q1_emp,-427.39243670831524,-123.3137461874643
5.2,0.4,Q1_emp,-423.8290448047308,-119.75035428387986
5.2,0.3,Q1_emp,-423.789013878578,-119.71032335772703
5.2,0.2,Q1_emp,-427.52943666985334,-123.45074614900238
5.2,0.1,Q1_emp,-435.2943474131536,-131.21565689230266
5.2,0,Q1_emp,-447.29379536060605,-143.2151048397551
5.1,1,Q1_emp,-492.07874434179035,-188.0000538209394
5.1,0.9,Q1_emp,-474.77472843373357,-170.69603791288262
5.1,0.8,Q1_emp,-459.92050770371253,-155.8418171828616
5.1,0.7,Q1_emp,-447.67368464867354,-143.59499412782262
5.1,0.6,Q1_emp,-438.21211149029614,-134.13342096944518
