iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220805961	0	catch	KS	7C	Where is the King of spade?	5208	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220835267	1	baseline	5S,QC	8C,AS	Where is the 5 of spades?	7094	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220869976	1	baseline	5S,QC	8C,AS	Where is the queen of spades??	7342	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220905365	2	baseline	10C,7D	AD,JD	Where is the 7 of diamond?	4142	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220930288	2	baseline	10C,7D	AD,JD	Where is the 10 of spade?	6930	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220953367	3	overlap	6S,9S	QH,9S	Where is the where is the queen of hearts?	6776	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220982743	3	overlap	6S,9S	QH,9S	Where is the 9 of spades?	4352	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546221000294	3	overlap	6S,9S	QH,9S	Where is the 6 of spades?	5255	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546221023067	4	overlap	6D,9D	5C,9D	Where is the 6 of diamond?	5288	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546221041041	4	overlap	6D,9D	5C,9D	Where is the 9 of diamond?	3755	chatMessage
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546221055187	5	catch	QH	8H	Where is the queen of hearts?	3585	chatMessage
