iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	revealedObjs	numRevealed	fullContext	eventType
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533493815	0	baseline	4H,QC	6S,2D	4H,6S	2	[{"name":"2D","gridX":3,"gridY":4},{"name":"4H","gridX":2,"gridY":3},{"name":"QC","gridX":2,"gridY":2},{"name":"KS","gridX":4,"gridY":3},{"name":"QD","gridX":1,"gridY":2},{"name":"KH","gridX":1,"gridY":1},{"name":"6S","gridX":2,"gridY":1},{"name":"10H","gridX":4,"gridY":1}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533547643	0	baseline	4H,QC	6S,2D	QC	1	[{"name":"2D","gridX":3,"gridY":4},{"name":"4H","gridX":2,"gridY":3},{"name":"QC","gridX":2,"gridY":2},{"name":"KS","gridX":4,"gridY":3},{"name":"QD","gridX":1,"gridY":2},{"name":"KH","gridX":1,"gridY":1},{"name":"6S","gridX":2,"gridY":1},{"name":"10H","gridX":4,"gridY":1}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533569918	1	catch	8S	8D	8D	1	[{"name":"JH","gridX":2,"gridY":4},{"name":"8D","gridX":1,"gridY":4},{"name":"3D","gridX":2,"gridY":3},{"name":"5D","gridX":3,"gridY":4},{"name":"8S","gridX":1,"gridY":3}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533607706	1	catch	8S	8D	8S	1	[{"name":"JH","gridX":2,"gridY":4},{"name":"8D","gridX":1,"gridY":4},{"name":"3D","gridX":2,"gridY":3},{"name":"5D","gridX":3,"gridY":4},{"name":"8S","gridX":1,"gridY":3}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533637585	2	overlap	2D,9D	10C,9D	2D	1	[{"name":"10C","gridX":3,"gridY":3},{"name":"AD","gridX":4,"gridY":3},{"name":"9H","gridX":4,"gridY":4},{"name":"3S","gridX":2,"gridY":2},{"name":"QS","gridX":2,"gridY":3},{"name":"9D","gridX":1,"gridY":1},{"name":"2D","gridX":1,"gridY":3}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533653686	2	overlap	2D,9D	10C,9D	9D	1	[{"name":"10C","gridX":3,"gridY":3},{"name":"AD","gridX":4,"gridY":3},{"name":"9H","gridX":4,"gridY":4},{"name":"3S","gridX":2,"gridY":2},{"name":"QS","gridX":2,"gridY":3},{"name":"9D","gridX":1,"gridY":1},{"name":"2D","gridX":1,"gridY":3}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533678928	3	overlap	5C,9H	QH,9H	9H	1	[{"name":"9H","gridX":1,"gridY":1},{"name":"5C","gridX":1,"gridY":2},{"name":"2D","gridX":3,"gridY":1},{"name":"QH","gridX":4,"gridY":3},{"name":"KS","gridX":1,"gridY":4},{"name":"QC","gridX":4,"gridY":4}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533704820	3	overlap	5C,9H	QH,9H	5C	1	[{"name":"9H","gridX":1,"gridY":1},{"name":"5C","gridX":1,"gridY":2},{"name":"2D","gridX":3,"gridY":1},{"name":"QH","gridX":4,"gridY":3},{"name":"KS","gridX":1,"gridY":4},{"name":"QC","gridX":4,"gridY":4}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533732317	4	catch	8C	4H	8C	1	[{"name":"6S","gridX":4,"gridY":1},{"name":"10H","gridX":2,"gridY":4},{"name":"5H","gridX":2,"gridY":2},{"name":"10D","gridX":2,"gridY":3},{"name":"4H","gridX":3,"gridY":3},{"name":"9H","gridX":1,"gridY":1},{"name":"8C","gridX":4,"gridY":4},{"name":"JD","gridX":4,"gridY":3}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533749516	5	baseline	QD,AS	6H,7H	AS	1	[{"name":"9C","gridX":2,"gridY":2},{"name":"7H","gridX":4,"gridY":3},{"name":"8S","gridX":4,"gridY":2},{"name":"AS","gridX":4,"gridY":1},{"name":"6H","gridX":2,"gridY":3},{"name":"QD","gridX":1,"gridY":2}]	reveal
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533771338	5	baseline	QD,AS	6H,7H	QD	1	[{"name":"9C","gridX":2,"gridY":2},{"name":"7H","gridX":4,"gridY":3},{"name":"8S","gridX":4,"gridY":2},{"name":"AS","gridX":4,"gridY":1},{"name":"6H","gridX":2,"gridY":3},{"name":"QD","gridX":1,"gridY":2}]	reveal
