iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784181000	1	practice	1	leader	columns	C1	columns	{"safe":["A1","B1"],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784221433	3	random	1	leader	rows	A3	rows	{"safe":["A1","A2","B3"],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784247824	3	random	2	leader	rows	B1	rows	{"safe":["A1","A2","B3","B2"],"unsafe":["A3"]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784283719	5	random	1	leader	columns	C3	columns	{"safe":["A1","A3","B2","B3"],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784313569	5	random	2	leader	columns	B1	columns	{"safe":["A1","A3","B2","B3","C1"],"unsafe":["C3"]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784352937	7	random	1	leader	rows	B1	rows	{"safe":["A2","A3","B2","B3","C1"],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784395853	9	empty	1	leader	columns	A1	not sure	{"safe":[],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784419023	9	empty	2	leader	columns	A3	columns	{"safe":["C3"],"unsafe":["A1"]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784454597	11	blocked	1	leader	columns	B3	columns	{"safe":["C3"],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784482267	11	blocked	2	leader	columns	A2	columns	{"safe":["C3","B3"],"unsafe":["A3"]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784499685	11	blocked	3	leader	columns	B2	columns	{"safe":["C3","B3","A2"],"unsafe":["A3","A1"]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784552101	13	random	1	leader	rows	B1	rows	{"safe":["A3","B3"],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784574815	13	random	2	leader	rows	A1	rows	{"safe":["A3","B3","B1"],"unsafe":["B2"]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784608616	15	pragmatic	1	leader	rows	C3	rows	{"safe":["C2"],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784662150	17	random	1	leader	rows	B2	rows	{"safe":["B1","B3","C3"],"unsafe":[]}	goalInference
testing	5558-a4f50e61-21f0-43b0-94b5-77e6105d26fa	1550784703204	19	random	1	leader	columns	B3	columns	{"safe":["A1","C3"],"unsafe":[]}	goalInference
