iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550777958463	1	practice	1	leader	columns	C2	rows	{"safe":["A2","B2"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550777998320	3	random	1	leader	columns	B3	rows	{"safe":["A3","B1","C3"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778025777	3	random	2	leader	columns	A1	rows	{"safe":["A3","B1","C3"],"unsafe":["B3","A2"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778037219	3	random	3	leader	columns	C1	rows	{"safe":["A3","B1","C3","A1"],"unsafe":["B3","A2"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778077459	5	random	1	leader	rows	C1	rows	{"safe":["B3","C2","C3"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778100756	5	random	2	leader	rows	A1	columns	{"safe":["B3","C2","C3"],"unsafe":["C1","B2"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778123420	5	random	3	leader	rows	A3	rows	{"safe":["B3","C2","C3","A1","A2"],"unsafe":["C1","B2"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778161174	7	empty	1	leader	rows	B1	rows	{"safe":[],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778181494	7	empty	2	leader	rows	B2	rows	{"safe":["B1"],"unsafe":["A2"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778191038	7	empty	3	leader	rows	B3	rows	{"safe":["B1","B2"],"unsafe":["A2"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778224487	9	random	1	leader	rows	A2	columns	{"safe":["A1","A3","B1","C3"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778265521	9	random	2	leader	rows	B3	rows	{"safe":["A1","A3","B1","C3","B2"],"unsafe":["A2"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778302626	11	pragmatic	1	leader	columns	A1	columns	{"safe":["B1"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778315531	11	pragmatic	2	leader	columns	C1	columns	{"safe":["B1","A1"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778392254	13	random	1	leader	rows	B1	rows	{"safe":["B3"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778442974	15	random	1	leader	rows	B2	rows	{"safe":["B1","C1"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778471983	15	random	2	leader	rows	C3	rows	{"safe":["B1","C1","A2"],"unsafe":["B2"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778488536	15	random	3	leader	rows	A3	rows	{"safe":["B1","C1","A2","A1"],"unsafe":["B2","C3"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778540801	17	random	1	leader	columns	C1	columns	{"safe":["A1","B1","B3"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778562731	17	random	2	leader	columns	C2	columns	{"safe":["A1","B1","B3","B2"],"unsafe":["C1"]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778603971	19	blocked	1	leader	columns	B3	columns	{"safe":["A3"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778635901	19	blocked	2	leader	columns	C3	columns	{"safe":["A3","B3","A1"],"unsafe":[]}	goalInference
testing	2853-01ebe9c0-a724-445d-bc4c-c67e9aa02667	1550778651462	19	blocked	3	leader	columns	C1	columns	{"safe":["A3","B3","A1","B1"],"unsafe":["C3"]}	goalInference
