iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788442455	0	practice	1	helper	rows	B1	not sure	{"safe":["B2","B3"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788517534	2	random	1	helper	rows	C2	not sure	{"safe":["A1","B2","C1","C3"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788529038	2	random	2	helper	rows	A3	not sure	{"safe":["A1","B2","C1","C3"],"unsafe":["C2"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788538982	2	random	3	helper	rows	A2	not sure	{"safe":["A1","B2","C1","C3","A3"],"unsafe":["C2"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788576100	4	random	1	helper	columns	B2	not sure	{"safe":["A2","B1","C2"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788668954	6	random	1	helper	rows	B1	not sure	{"safe":["B3","C2"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788697507	6	random	2	helper	rows	C1	not sure	{"safe":["B3","C2"],"unsafe":["B1","A1"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788756100	8	pragmatic	1	helper	columns	B2	not sure	{"safe":["A2"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788844360	10	random	1	helper	columns	A2	not sure	{"safe":["B2","B3","C1"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788862544	10	random	2	helper	columns	A3	not sure	{"safe":["B2","B3","C1","A2"],"unsafe":["C2"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788881521	10	random	3	helper	columns	A1	not sure	{"safe":["B2","B3","C1","A2"],"unsafe":["C2","A3"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550788959041	12	random	1	helper	rows	A1	not sure	{"safe":["A2","A3","B1","C1"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550789029123	14	blocked	1	helper	columns	A1	not sure	{"safe":["C1"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550789058495	14	blocked	2	helper	columns	B1	not sure	{"safe":["C1","A1"],"unsafe":["A2"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550789105253	16	empty	1	helper	columns	C2	not sure	{"safe":[],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550789124062	16	empty	2	helper	columns	C3	not sure	{"safe":[],"unsafe":["C2","C1"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550789138462	16	empty	3	helper	columns	B3	not sure	{"safe":["C3","A3"],"unsafe":["C2","C1"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550789176035	18	random	1	helper	rows	C2	not sure	{"safe":["C1"],"unsafe":[]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550789195727	18	random	2	helper	rows	A1	not sure	{"safe":["C1"],"unsafe":["C2","B1"]}	goalInference
testing	0680-ffbda785-2eae-4f4c-af28-ae7da9904c39	1550789213987	18	random	3	helper	rows	A3	not sure	{"safe":["C1","A1","A2"],"unsafe":["C2","B1"]}	goalInference
