iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783327454	1	practice	1	leader	columns	A3	columns	{"safe":["B3","C3"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783367842	3	random	1	leader	rows	B2	rows	{"safe":["A1","B1","B3","C3"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783401822	5	random	1	leader	rows	C2	columns	{"safe":["B1","B2","C1","C3"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783472017	7	blocked	1	leader	rows	B3	rows	{"safe":["B1"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783541316	9	random	1	leader	columns	A1	columns	{"safe":["C1"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783558407	9	random	2	leader	columns	A2	columns	{"safe":["C1"],"unsafe":["A1"]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783588520	9	random	3	leader	columns	A3	rows	{"safe":["C1","C2"],"unsafe":["A1","A2"]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783611333	9	random	4	leader	columns	C3	rows	{"safe":["C1","C2","A3","B3"],"unsafe":["A1","A2"]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783659817	11	random	1	leader	columns	B3	rows	{"safe":["A2","C3"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783712216	13	empty	1	leader	columns	C2	rows	{"safe":[],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783731274	13	empty	2	leader	columns	A2	rows	{"safe":["C2","B2"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783764118	15	random	1	leader	rows	B3	columns	{"safe":["A3","B1","B2"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783808861	17	pragmatic	1	leader	columns	B2	rows	{"safe":["A2"],"unsafe":[]}	goalInference
testing	7534-7278d69c-fd96-4149-9376-fbca8cdfcff1	1550783867956	19	random	1	leader	columns	C3	rows	{"safe":["A2","A3","B2","B3"],"unsafe":[]}	goalInference
