iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775489936	1	practice	1	leader	rows	A3	rows	{"safe":["A1","A2"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775523000	3	random	1	leader	rows	B1	rows	{"safe":["A1","B2","B3"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775585478	5	random	1	leader	rows	C1	rows	{"safe":["C2","C3"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775626660	7	blocked	1	leader	rows	C2	rows	{"safe":["C1"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775664075	9	empty	1	leader	rows	C3	not sure	{"safe":[],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775683411	9	empty	2	leader	rows	C1	rows	{"safe":["C3","C2"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775712674	11	random	1	leader	columns	B2	columns	{"safe":["A2","A3"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775744971	11	random	2	leader	columns	B3	columns	{"safe":["A2","A3","B1"],"unsafe":["B2"]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775763106	11	random	3	leader	columns	C1	columns	{"safe":["A2","A3","B1","A1"],"unsafe":["B2","B3"]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775791046	13	random	1	leader	columns	B1	columns	{"safe":["A1","B2","C1"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775819299	15	pragmatic	1	leader	columns	C2	columns	{"safe":["B2"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775866453	17	random	1	leader	columns	C2	columns	{"safe":["A2","A3","B1","B2","C3"],"unsafe":[]}	goalInference
testing	1802-ac622e92-cb81-4ca9-a5ec-266a8717e249	1550775896939	19	random	1	leader	rows	C1	rows	{"safe":["B2","C2","C3"],"unsafe":[]}	goalInference
