iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790476071	1	practice	1	leader	columns	A3	columns	{"safe":["B3","C3"],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790535922	3	random	1	leader	columns	A1	columns	{"safe":["B1","C2"],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790555437	3	random	2	leader	columns	A2	columns	{"safe":["B1","C2"],"unsafe":["A1","A3"]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790600039	5	random	1	leader	rows	A2	rows	{"safe":["A3","B1","C3"],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790616533	5	random	2	leader	rows	C2	rows	{"safe":["A3","B1","C3","A2"],"unsafe":["A1"]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790628996	5	random	3	leader	rows	B3	rows	{"safe":["A3","B1","C3","A2","B2"],"unsafe":["A1","C2"]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790686393	7	empty	1	leader	rows	B1	rows	{"safe":[],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790702927	7	empty	2	leader	rows	A1	rows	{"safe":[],"unsafe":["B1","C2"]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790718655	7	empty	3	leader	rows	A3	rows	{"safe":["A1","A2"],"unsafe":["B1","C2"]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790747529	9	random	1	leader	columns	B3	columns	{"safe":["A1","C3"],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790801037	11	blocked	1	leader	rows	A2	rows	{"safe":["A3"],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790813193	11	blocked	2	leader	rows	B1	rows	{"safe":["A3","B2"],"unsafe":["A2"]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790841961	13	random	1	leader	columns	A3	columns	{"safe":["B3","C3"],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790855483	13	random	2	leader	columns	C2	columns	{"safe":["B3","C3","B2"],"unsafe":["A3"]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790885661	15	pragmatic	1	leader	columns	B2	columns	{"safe":["C2"],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790923042	17	random	1	leader	columns	B1	columns	{"safe":["A1","C2"],"unsafe":[]}	goalInference
testing	5188-eeef1bb9-c908-4cc7-88b9-cae12b700405	1550790954591	19	random	1	leader	rows	C3	rows	{"safe":["A2","B1","C2"],"unsafe":[]}	goalInference
