iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773626733	0	practice	1	helper	rows	A3	rows	{"safe":["A1","A2"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773665864	2	random	1	helper	rows	A1	rows	{"safe":["A2","A3","C1"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773715183	4	random	1	helper	columns	C1	not sure	{"safe":["A1","B1","C2","C3"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773734362	4	random	2	helper	columns	A2	columns	{"safe":["A1","B1","C2","C3","B2"],"unsafe":["C1"]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773763377	6	random	1	helper	rows	B1	rows	{"safe":["A1","A3","B2","B3"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773791536	8	random	1	helper	rows	C2	rows	{"safe":["C1"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773829734	10	random	1	helper	rows	C3	rows	{"safe":["A1","A3","B2","C1","C2"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773879144	12	pragmatic	1	helper	columns	C2	columns	{"safe":["B2"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773931880	14	random	1	helper	rows	C2	rows	{"safe":["A2","C1","C3"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773963287	16	empty	1	helper	rows	A2	columns	{"safe":[],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773980243	16	empty	2	helper	rows	A1	rows	{"safe":["A2","B2"],"unsafe":[]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550773993510	16	empty	3	helper	rows	B1	rows	{"safe":["A2","B2","A1"],"unsafe":["A3"]}	goalInference
testing	1290-632664ff-bd64-4c9a-9f57-32c87cfa27f0	1550774023084	18	blocked	1	helper	columns	B2	columns	{"safe":["C2"],"unsafe":[]}	goalInference
