iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788168834	1	practice	1	leader	columns	C2	columns	{"safe":["A2","B2"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788242752	3	random	1	leader	columns	B1	not sure	{"safe":["A1","C3"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788267529	3	random	2	leader	columns	B3	not sure	{"safe":["A1","C3","B1"],"unsafe":["C1"]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788325982	3	random	3	leader	columns	C2	rows	{"safe":["A1","C3","B1","B2"],"unsafe":["C1","B3"]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788348469	3	random	4	leader	columns	A2	not sure	{"safe":["A1","C3","B1","B2","C2"],"unsafe":["C1","B3"]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788390771	5	random	1	leader	rows	B2	columns	{"safe":["B1"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788435651	7	pragmatic	1	leader	columns	C1	columns	{"safe":["A1"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788477542	9	random	1	leader	rows	C1	rows	{"safe":["B3","C2","C3"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788522453	11	blocked	1	leader	columns	C2	columns	{"safe":["B2"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788583872	13	random	1	leader	rows	B1	rows	{"safe":["A2","B3"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788607709	13	random	2	leader	rows	A3	rows	{"safe":["A2","B3","A1"],"unsafe":["B1"]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788671296	15	empty	1	leader	columns	B1	columns	{"safe":[],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788691479	15	empty	2	leader	columns	C1	columns	{"safe":["B1","A1"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788738882	17	random	1	leader	rows	A2	rows	{"safe":["A3","B1","C3"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788784013	17	random	2	leader	rows	C2	rows	{"safe":["A3","B1","C3","C1"],"unsafe":["A2"]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788828675	19	random	1	leader	rows	A2	rows	{"safe":["A1","A3","B3","C1"],"unsafe":[]}	goalInference
testing	2670-0f1fd105-e560-40af-b7f2-e404f904dc12	1550788850741	19	random	2	leader	rows	C3	rows	{"safe":["A1","A3","B3","C1","C2"],"unsafe":["A2"]}	goalInference
