iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789323624	1	practice	1	leader	rows	A1	rows	{"safe":["A2","A3"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789378446	3	random	1	leader	columns	B2	rows	{"safe":["A2","B1","C2","C3"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789417719	5	random	1	leader	rows	B2	columns	{"safe":["A3","B3","C1"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789461861	5	random	2	leader	rows	C2	rows	{"safe":["A3","B3","C1"],"unsafe":["B2","A2"]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789505899	7	random	1	leader	columns	A3	columns	{"safe":["B3"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789531692	7	random	2	leader	columns	C3	rows	{"safe":["B3","A3","A2"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789561552	7	random	3	leader	columns	C2	columns	{"safe":["B3","A3","A2","B2"],"unsafe":["C3"]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789617337	9	random	1	leader	rows	C1	rows	{"safe":["C3"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789657416	11	empty	1	leader	columns	A1	rows	{"safe":[],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789679388	11	empty	2	leader	columns	B2	columns	{"safe":[],"unsafe":["A1","B1"]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789697474	11	empty	3	leader	columns	C2	columns	{"safe":["B2","A2"],"unsafe":["A1","B1"]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789725828	13	random	1	leader	rows	C3	rows	{"safe":["A1","C1","C2"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789767594	15	pragmatic	1	leader	columns	B3	columns	{"safe":["C3"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789775983	15	pragmatic	2	leader	columns	A3	columns	{"safe":["C3","B3"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789808634	17	random	1	leader	rows	A1	rows	{"safe":["A3","B2"],"unsafe":[]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789862976	17	random	2	leader	rows	B1	rows	{"safe":["A3","B2","C1"],"unsafe":["A1"]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789885130	17	random	3	leader	rows	C3	rows	{"safe":["A3","B2","C1","B1"],"unsafe":["A1","B3"]}	goalInference
testing	2519-45f50a93-e9d8-49ff-84b9-3d6af0ea352e	1550789919121	19	blocked	1	leader	columns	B1	columns	{"safe":["C1"],"unsafe":[]}	goalInference
