iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782341277	1	practice	1	leader	columns	C3	columns	{"safe":["A3","B3"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782413817	3	random	1	leader	columns	A2	columns	{"safe":["C2"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782429917	3	random	2	leader	columns	B2	columns	{"safe":["C2","A2"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782473747	5	random	1	leader	columns	B2	rows	{"safe":["A1","B3","C2"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782512675	5	random	2	leader	columns	C1	rows	{"safe":["A1","B3","C2","A2"],"unsafe":["B2"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782536691	5	random	3	leader	columns	B1	rows	{"safe":["A1","B3","C2","A2","C1","C3"],"unsafe":["B2"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782595329	5	random	4	leader	columns	A3	rows	{"safe":["A1","B3","C2","A2","C1","C3"],"unsafe":["B2","B1"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782635265	7	empty	1	leader	columns	B2	rows	{"safe":[],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782661393	7	empty	2	leader	columns	A3	rows	{"safe":["B2","B3"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782686619	7	empty	3	leader	columns	C3	rows	{"safe":["B2","B3","A3"],"unsafe":["A1"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782760049	9	pragmatic	1	leader	columns	A1	columns	{"safe":["B1"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782847880	11	random	1	leader	rows	B3	columns	{"safe":["B1","B2","C1"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782883481	11	random	2	leader	rows	C2	rows	{"safe":["B1","B2","C1","C3"],"unsafe":["B3"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782940610	13	random	1	leader	rows	C1	columns	{"safe":["B1","C2","C3"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550782987611	15	blocked	1	leader	rows	C2	rows	{"safe":["C3"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783018816	15	blocked	2	leader	rows	B1	rows	{"safe":["C3","B2"],"unsafe":["C2"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783096691	17	random	1	leader	columns	B2	columns	{"safe":["C1","C2"],"unsafe":[]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783124152	17	random	2	leader	columns	B1	columns	{"safe":["C1","C2","B2"],"unsafe":["A2"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783148336	17	random	3	leader	columns	B3	rows	{"safe":["C1","C2","B2"],"unsafe":["A2","B1","A1"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783168151	17	random	4	leader	columns	A3	columns	{"safe":["C1","C2","B2","B3","C3"],"unsafe":["A2","B1","A1"]}	goalInference
testing	9147-9a217a12-f45e-4cde-b4ef-031b2018f085	1550783202364	19	random	1	leader	columns	A1	columns	{"safe":["B1","C1","C3"],"unsafe":[]}	goalInference
