iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	trueGoal	cellAskedAbout	goalResponse	gridState	eventType
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788114190	1	practice	1	leader	columns	C1	columns	{"safe":["A1","B1"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788151891	3	random	1	leader	rows	C3	rows	{"safe":["B1","B2","C1","C2"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788195520	5	random	1	leader	columns	A3	columns	{"safe":["C3"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788210342	5	random	2	leader	columns	A2	columns	{"safe":["C3"],"unsafe":["A3"]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788224182	5	random	3	leader	columns	A1	columns	{"safe":["C3"],"unsafe":["A3","A2"]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788233305	5	random	4	leader	columns	B1	columns	{"safe":["C3","A1"],"unsafe":["A3","A2"]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788242501	5	random	5	leader	columns	C1	columns	{"safe":["C3","A1","B1"],"unsafe":["A3","A2"]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788285865	7	blocked	1	leader	columns	A1	columns	{"safe":["B1"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788314082	7	blocked	2	leader	columns	C2	columns	{"safe":["B1","A1"],"unsafe":["C1"]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788379524	7	blocked	3	leader	columns	C3	columns	{"safe":["B1","A1"],"unsafe":["C1","C2"]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788388843	7	blocked	4	leader	columns	A3	columns	{"safe":["B1","A1","C3"],"unsafe":["C1","C2"]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788436079	9	random	1	leader	rows	C3	rows	{"safe":["A1","A2","B3","C1","C2"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788482455	11	empty	1	leader	rows	A1	rows	{"safe":[],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788503494	11	empty	2	leader	rows	A3	rows	{"safe":["A1","A2"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788550072	13	random	1	leader	columns	A3	columns	{"safe":["A1","B1","B3","C2","C3"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788602026	15	random	1	leader	rows	B1	rows	{"safe":["B2","B3"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788628790	17	pragmatic	1	leader	columns	B2	columns	{"safe":["A2"],"unsafe":[]}	goalInference
testing	2212-059b4a3c-ceaa-4818-9ac8-9aeafb7b162f	1550788676036	19	random	1	leader	columns	C3	columns	{"safe":["A1","A3","B3"],"unsafe":[]}	goalInference
