iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718354440	helper	25	0475-f939933a-b26b-445f-adc8-32cae09c05d4	0	yes	okay	yes		There really wasn't much strategy to go on given the limited options,	seeker	164945	exitSurvey
