iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782528464	0	practice	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	24319	{"safe":["C2","C3"],"unsafe":[]}	C1	C1	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782573138	2	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	19437	{"safe":["A2","B3","C1","C3"],"unsafe":[]}	C2	C2	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782595808	2	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	42109	{"safe":["A2","B3","C1","C3"],"unsafe":["C2"]}	B1	B1	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782608863	2	random	3	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	55163	{"safe":["A2","B3","C1","C3","B1"],"unsafe":["C2"]}	B2	B2	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782642119	4	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	13082	{"safe":["A1","C2","C3"],"unsafe":[]}	C1	C1	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782708285	6	pragmatic	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	13823	{"safe":["B1"],"unsafe":[]}	A1	A1	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782715170	6	pragmatic	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	20709	{"safe":["B1","A1"],"unsafe":[]}	C1	C1	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782744500	8	random	1	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	8971	{"safe":["B2","B3","C2"],"unsafe":[]}	B1	B1	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782784680	10	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	10158	{"safe":["B2","C3"],"unsafe":[]}	A3	A3	answer
testing	0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1	1550782793389	10	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	18863	{"safe":["B2","C3","A3"],"unsafe":[]}	B3	B3	answer
