iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784305481	0	practice	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	23968	{"safe":["A1","A2"],"unsafe":[]}	A3	A3	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784357209	2	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	30864	{"safe":["A3","B2","C1","C3"],"unsafe":[]}	B3	A2,B3	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784377323	2	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	50982	{"safe":["A3","B2","C1","C3","A2"],"unsafe":["B3"]}	C2	C2	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784427661	4	random	1	helper	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	30643	{"safe":["A1","B3","C2","C3"],"unsafe":[]}	A3	A3,B1	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784438544	4	random	2	helper	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	41524	{"safe":["A1","B3","C2","C3","B1"],"unsafe":["A3"]}	C1	C1	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784489190	6	empty	1	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	28028	{"safe":[],"unsafe":[]}	C1	A1,C1	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784512867	6	empty	2	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	51701	{"safe":["C1"],"unsafe":["A1"]}	A2	A2,A3	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784526078	6	empty	3	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	64914	{"safe":["C1","A3"],"unsafe":["A1","A2"]}	B3	B3,C3	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784561601	8	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	13188	{"safe":["A2","C1","C3"],"unsafe":[]}	C2	C2	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784599209	10	random	1	helper	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	18119	{"safe":["A1","C2"],"unsafe":[]}	C3	C1,C3	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784636432	12	pragmatic	1	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	17223	{"safe":["A3"],"unsafe":[]}	B3	B3,C3	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784703946	14	blocked	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	14598	{"safe":["A3"],"unsafe":[]}	A1	A1,A2	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784743388	16	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	20749	{"safe":["A1","A3","B2","C3"],"unsafe":[]}	B3	B3	answer
testing	3392-1f7b3ff5-1fcb-491e-88e9-ff1b86d587da	1550784786291	18	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"unsafe"}	14531	{"safe":["A1","A3","B2","C2"],"unsafe":[]}	A2	A2	answer
