iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550774606718	0	practice	1	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	59134	{"safe":["B1","B2"],"unsafe":[]}	B3	A2,B3	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550774676687	2	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"unsafe"}	41913	{"safe":["A2","B3"],"unsafe":[]}	A1	A1,A3	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550774818141	4	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	51334	{"safe":["B3"],"unsafe":[]}	B2	A3,B2	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550774852929	4	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	86119	{"safe":["B3","A3"],"unsafe":["B2"]}	A1	A1,A2	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550774900658	6	random	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	25421	{"safe":["A2","C3"],"unsafe":[]}	C1	C1,C2	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775011433	8	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"unsafe"}	37335	{"safe":["A2","A3"],"unsafe":[]}	A1	A1,B1	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775090641	10	pragmatic	1	helper	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	24879	{"safe":["C2"],"unsafe":[]}	C1	C1,C3	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775161554	12	blocked	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"safe"}	50894	{"safe":["B1"],"unsafe":[]}	B3	B3,C1	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775203768	12	blocked	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"safe"}	93108	{"safe":["B1"],"unsafe":["B3","C1"]}	A3	A1,A3	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775216345	12	blocked	3	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"safe"}	105688	{"safe":["B1","A3","A1"],"unsafe":["B3","C1"]}	A2	A2	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775258839	14	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	20622	{"safe":["A1","A2","B1"],"unsafe":[]}	A3	A3	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775341705	16	empty	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	45463	{"safe":[],"unsafe":[]}	A3	A1,A3	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775373350	16	empty	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	77116	{"safe":["A3","A1"],"unsafe":[]}	C3	B3,C3	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775398987	16	empty	3	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	102752	{"safe":["A3","A1"],"unsafe":["C3","B3"]}	C1	B1,C1	answer
testing	5210-411e7258-c258-4513-adc7-ad74053ac442	1550775464797	18	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	31703	{"safe":["A2","A3","B1"],"unsafe":[]}	A1	A1,C1	answer
