iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782081851	0	practice	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	46902	{"safe":["A2","B2"],"unsafe":[]}	C2	C2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782131002	2	random	1	helper	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	25890	{"safe":["A3","B2","B3","C2"],"unsafe":[]}	A2	A2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782149807	2	random	2	helper	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	44697	{"safe":["A3","B2","B3","C2"],"unsafe":["A2"]}	C3	C3	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782208727	4	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"unsafe","C3":"unsafe"}	24537	{"safe":["A3"],"unsafe":[]}	A2	A2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782219343	4	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"unsafe","C3":"unsafe"}	35153	{"safe":["A3","A2"],"unsafe":[]}	A1	A1	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782255031	6	random	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	11482	{"safe":["B2","C2"],"unsafe":[]}	A2	A2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782304183	8	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	27118	{"safe":["A2","B1","B3","C1"],"unsafe":[]}	A1	A1,A3	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782394303	10	empty	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	20936	{"safe":[],"unsafe":[]}	B3	B3	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782418264	10	empty	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	44896	{"safe":["B3"],"unsafe":[]}	C3	A3,C3	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782477016	12	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	37804	{"safe":["A1","B2","B3","C3"],"unsafe":[]}	B1	B1	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782492062	12	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	52839	{"safe":["A1","B2","B3","C3"],"unsafe":["B1"]}	C2	C2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782502278	12	random	3	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	63055	{"safe":["A1","B2","B3","C3"],"unsafe":["B1","C2"]}	A2	A2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782511198	12	random	4	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	71975	{"safe":["A1","B2","B3","C3","A2"],"unsafe":["B1","C2"]}	A3	A3	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782560750	14	blocked	1	helper	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	14566	{"safe":["A3"],"unsafe":[]}	A2	A2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782578958	14	blocked	2	helper	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	32775	{"safe":["A3"],"unsafe":["A2"]}	C2	B1,C2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782586854	14	blocked	3	helper	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	40670	{"safe":["A3","B1"],"unsafe":["A2","C2"]}	B2	B2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782593942	14	blocked	4	helper	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	47759	{"safe":["A3","B1","B2"],"unsafe":["A2","C2"]}	B3	B3	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782672182	16	pragmatic	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	22314	{"safe":["C2"],"unsafe":[]}	C1	C1	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782683646	16	pragmatic	2	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	33770	{"safe":["C2","C1"],"unsafe":[]}	C3	C3	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782718390	18	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	12340	{"safe":["B3","C3"],"unsafe":[]}	B2	B2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782730261	18	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	24211	{"safe":["B3","C3"],"unsafe":["B2"]}	C1	C1	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782740406	18	random	3	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	34355	{"safe":["B3","C3"],"unsafe":["B2","C1"]}	A2	A2	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782747469	18	random	4	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	41428	{"safe":["B3","C3","A2"],"unsafe":["B2","C1"]}	A1	A1	answer
testing	6884-6b4feaac-b864-43d6-852f-6ec069a576d8	1550782753654	18	random	5	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	47612	{"safe":["B3","C3","A2","A1"],"unsafe":["B2","C1"]}	A3	A3	answer
