iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782000312	0	practice	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	17826	{"safe":["A2","B2"],"unsafe":[]}	C2	C2	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782037338	2	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	19087	{"safe":["A2","B2","C1"],"unsafe":[]}	B3	B3	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782048281	2	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	30030	{"safe":["A2","B2","C1","B3"],"unsafe":[]}	B1	B1	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782095568	4	random	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	16778	{"safe":["A2","A3","C1","C2"],"unsafe":[]}	B2	B2,C3	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782126665	6	pragmatic	1	helper	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	12350	{"safe":["B3"],"unsafe":[]}	B1	B1,B2	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782190527	8	empty	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	15987	{"safe":[],"unsafe":[]}	B2	B2,C2	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782208668	8	empty	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	34129	{"safe":["B2"],"unsafe":["C2"]}	C3	B3,C3	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782221111	8	empty	3	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	46571	{"safe":["B2","C3","B3"],"unsafe":["C2"]}	A3	A3,B1	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782267760	10	random	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	21002	{"safe":["A3","B3"],"unsafe":[]}	C3	A1,C3	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782280866	10	random	2	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	34107	{"safe":["A3","B3"],"unsafe":["C3","A1"]}	C2	B2,C2	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782287824	10	random	3	helper	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	41066	{"safe":["A3","B3","C2","B2"],"unsafe":["C3","A1"]}	A2	A2	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782320340	12	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	11641	{"safe":["A2","B1"],"unsafe":[]}	C1	A1,C1	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782354627	14	random	1	helper	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	17350	{"safe":["A2","B1"],"unsafe":[]}	C1	C1,C3	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782368784	14	random	2	helper	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	31504	{"safe":["A2","B1","C1"],"unsafe":["C3"]}	A1	A1,C2	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782375966	14	random	3	helper	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	38686	{"safe":["A2","B1","C1","C2"],"unsafe":["C3","A1"]}	B2	B2	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782414306	16	blocked	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	13243	{"safe":["A2"],"unsafe":[]}	A1	A1,A3	answer
testing	4335-2db78a49-e60e-43c5-b2ea-84877e3699d6	1550782442537	18	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	8455	{"safe":["A2","C2"],"unsafe":[]}	B2	B2	answer
