iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550789852022	1	practice	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	27178	{"safe":["A1","B1"],"unsafe":[]}	C1	C1	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550789929146	3	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	26101	{"safe":["A2","C2"],"unsafe":[]}	A3	A3,C3	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550789937855	3	random	2	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	34806	{"safe":["A2","C2"],"unsafe":["A3","C3"]}	B1	B1	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550789951870	3	random	3	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	48826	{"safe":["A2","C2","B1"],"unsafe":["A3","C3"]}	B3	B2,B3	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550789978644	5	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	6632	{"safe":["A1","C1","C3"],"unsafe":[]}	C2	C2	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790083392	7	blocked	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	29866	{"safe":["C2"],"unsafe":[]}	A2	A2,C3	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790102963	7	blocked	2	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	49437	{"safe":["C2"],"unsafe":["A2","C3"]}	A1	A1,A3	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790118989	7	blocked	3	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	65464	{"safe":["C2","A1","A3"],"unsafe":["A2","C3"]}	C1	B1,C1	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790157373	9	pragmatic	1	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	13906	{"safe":["C2"],"unsafe":[]}	A2	A2,B2	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790210302	11	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	19114	{"safe":["A2","B1","B3","C2","C3"],"unsafe":[]}	C1	B2,C1	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790244363	13	random	1	leader	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	14144	{"safe":["A3","B1","C2"],"unsafe":[]}	C3	B3,C3	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790283676	15	random	1	leader	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	19502	{"safe":["C1","C3"],"unsafe":[]}	A3	A3,B3	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790321562	17	empty	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	15752	{"safe":[],"unsafe":[]}	A1	A1,A2	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790343470	17	empty	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	37659	{"safe":["A1","A2"],"unsafe":[]}	C2	B2,C2	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790407931	19	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	23787	{"safe":["A2","B1","C2"],"unsafe":[]}	A3	A3,B2	answer
testing	2192-5d203077-3641-458d-af0a-692e3bdf5a8a	1550790415117	19	random	2	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	30973	{"safe":["A2","B1","C2","B2"],"unsafe":["A3"]}	B3	B3	answer
