iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790479754	1	practice	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	37593	{"safe":["A3","B3"],"unsafe":[]}	C3	C2,C3	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790539341	3	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"unsafe"}	21485	{"safe":["B2"],"unsafe":[]}	C2	A2,C2	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790638708	5	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	28131	{"safe":["B1","B2","C1"],"unsafe":[]}	B3	A1,B3	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790701737	7	empty	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	23766	{"safe":[],"unsafe":[]}	C3	C2,C3	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790720468	7	empty	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	42490	{"safe":["C2"],"unsafe":["C3"]}	A3	A2,A3	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790728060	7	empty	3	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	50090	{"safe":["C2","A3","A2"],"unsafe":["C3"]}	A1	A1	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790764071	9	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	10072	{"safe":["B1","B3","C1"],"unsafe":[]}	B2	B2	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790817173	11	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	28043	{"safe":["A2","B3","C3"],"unsafe":[]}	C1	C1,C2	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790830142	11	random	2	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	41012	{"safe":["A2","B3","C3","C1"],"unsafe":["C2"]}	B1	B1,B2	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790863199	13	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"unsafe","C3":"safe"}	14128	{"safe":["A3"],"unsafe":[]}	A2	A1,A2	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790897492	15	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	11080	{"safe":["C1"],"unsafe":[]}	A1	A1,B1	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790936602	17	blocked	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	18038	{"safe":["A2"],"unsafe":[]}	B2	B2,B3	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790952330	17	blocked	2	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	33759	{"safe":["A2","B3"],"unsafe":["B2"]}	C3	A3,C3	answer
testing	2825-c6547ae9-de59-42e1-8332-2f3151569020	1550790984300	19	pragmatic	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	13410	{"safe":["C3"],"unsafe":[]}	C2	C1,C2	answer
