iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788059177	1	practice	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"unsafe","C2":"safe","C3":"safe"}	15064	{"safe":["A1","A2"],"unsafe":[]}	A3	A3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788088413	3	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	8906	{"safe":["A3","B2","B3"],"unsafe":[]}	C3	C3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788140126	5	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	13678	{"safe":["A2","B2","C1","C3"],"unsafe":[]}	C2	C2	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788183136	7	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	23592	{"safe":["A3","B1","B2","C2"],"unsafe":[]}	A2	A2,C3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788229273	9	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	25758	{"safe":["B1","B2"],"unsafe":[]}	A1	A1,A3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788251642	9	random	2	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	48125	{"safe":["B1","B2","A3"],"unsafe":["A1"]}	A2	A2,C3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788269347	9	random	3	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	65831	{"safe":["B1","B2","A3","A2","C3"],"unsafe":["A1"]}	C2	B3,C2	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788319872	11	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	17158	{"safe":["A1","A3","B2","C1"],"unsafe":[]}	A2	A2,B3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788330273	11	random	2	leader	human	{"A1":"safe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"unsafe"}	27560	{"safe":["A1","A3","B2","C1","B3"],"unsafe":["A2"]}	B1	B1	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788371838	13	blocked	1	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	17524	{"safe":["A2"],"unsafe":[]}	A3	A3,C1	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788384496	13	blocked	2	leader	human	{"A1":"safe","A2":"safe","A3":"unsafe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	30182	{"safe":["A2","C1"],"unsafe":["A3"]}	C3	C2,C3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788425906	15	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"unsafe","C1":"safe","C2":"unsafe","C3":"unsafe"}	9986	{"safe":["A2","A3","B1","C1"],"unsafe":[]}	A1	A1	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788481322	17	empty	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	21416	{"safe":[],"unsafe":[]}	A3	A1,A3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788496018	17	empty	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	36112	{"safe":["A3","A1"],"unsafe":[]}	C3	B1,C3	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788509506	17	empty	3	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	49599	{"safe":["A3","A1","B1"],"unsafe":["C3"]}	C1	A2,C1	answer
testing	2598-97e46658-a051-4d88-8360-0434f31da128	1550788561422	19	pragmatic	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"unsafe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	17027	{"safe":["C1"],"unsafe":[]}	C2	C2,C3	answer
