iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784562503	1	practice	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	25738	{"safe":["A2","A3"],"unsafe":[]}	A1	A1	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784594294	3	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	11146	{"safe":["B1","C3"],"unsafe":[]}	A1	A1	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784607814	3	random	2	leader	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	24665	{"safe":["B1","C3","A1"],"unsafe":[]}	C1	C1	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784686336	5	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	37932	{"safe":["A2","B1","B2","C3"],"unsafe":[]}	B3	B3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784726849	7	pragmatic	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	16235	{"safe":["B1"],"unsafe":[]}	C1	C1,C3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784735833	7	pragmatic	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"unsafe","C3":"safe"}	25218	{"safe":["B1","C1","C3"],"unsafe":[]}	A1	A1	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784780146	9	random	1	leader	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	15486	{"safe":["B1","C1","C2"],"unsafe":[]}	A1	A1	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784819052	11	empty	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	19095	{"safe":[],"unsafe":[]}	C3	C2,C3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784833284	11	empty	2	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	33326	{"safe":["C3"],"unsafe":["C2"]}	A3	A3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784846764	11	empty	3	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	46805	{"safe":["C3","A3"],"unsafe":["C2"]}	B3	B3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784891158	13	random	1	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	23481	{"safe":["A3","C1"],"unsafe":[]}	B3	A2,B3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784903541	13	random	2	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	35864	{"safe":["A3","C1","A2"],"unsafe":["B3"]}	C2	C2	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784912918	13	random	3	leader	human	{"A1":"unsafe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"safe"}	45240	{"safe":["A3","C1","A2","C2"],"unsafe":["B3"]}	B2	B2	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784949663	15	random	1	leader	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	17329	{"safe":["B1","C1","C2"],"unsafe":[]}	A1	A1,B2	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784974368	15	random	2	leader	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	42031	{"safe":["B1","C1","C2","B2"],"unsafe":["A1"]}	A2	A2,B3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550784994200	15	random	3	leader	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	61863	{"safe":["B1","C1","C2","B2","B3"],"unsafe":["A1","A2"]}	A3	A3,C3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550785093139	17	random	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"unsafe","C1":"safe","C2":"safe","C3":"unsafe"}	19523	{"safe":["A1","B2","C1","C2"],"unsafe":[]}	B1	B1,B3	answer
testing	9647-a9cac243-075b-4065-a66b-ecef190f8240	1550785125780	19	blocked	1	leader	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"safe","C3":"safe"}	14200	{"safe":["A2"],"unsafe":[]}	A3	A1,A3	answer
