iterationName	gameid	time	trialNum	trialType	questionNumber	firstRole	sender	underlyingWorld	timeFromMessage	gridState	cellAskedAbout	answer	eventType
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775132517	0	practice	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	18151	{"safe":["B3","C3"],"unsafe":[]}	A3	A2,A3	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775160955	2	random	1	helper	human	{"A1":"safe","A2":"unsafe","A3":"unsafe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	8789	{"safe":["A1","B1","B3"],"unsafe":[]}	B2	B2	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775201571	4	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	20539	{"safe":["B3"],"unsafe":[]}	A3	A3,C3	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775220321	4	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	39301	{"safe":["B3","A3"],"unsafe":["C3"]}	C2	C1,C2	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775237734	4	random	3	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	56713	{"safe":["B3","A3","C2","C1"],"unsafe":["C3"]}	B1	A1,B1	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775249813	4	random	4	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"unsafe"}	68793	{"safe":["B3","A3","C2","C1","A1"],"unsafe":["C3","B1"]}	B2	A2,B2	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775297101	6	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	13236	{"safe":["A1","B1","C3"],"unsafe":[]}	C1	C1,C2	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775338376	8	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	14019	{"safe":["B1","B3"],"unsafe":[]}	B2	A1,B2	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775353017	8	random	2	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	28654	{"safe":["B1","B3","A1"],"unsafe":["B2"]}	A3	A2,A3	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775390192	10	empty	1	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	17178	{"safe":[],"unsafe":[]}	B2	B2,B3	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775401124	10	empty	2	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	28145	{"safe":["B2","B3"],"unsafe":[]}	C3	A3,C3	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775428596	12	blocked	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"unsafe","C2":"unsafe","C3":"safe"}	9677	{"safe":["A3"],"unsafe":[]}	A2	A1,A2	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775471629	14	random	1	helper	human	{"A1":"unsafe","A2":"unsafe","A3":"safe","B1":"safe","B2":"safe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	13541	{"safe":["A3","B1","B2","C2"],"unsafe":[]}	B3	B3,C3	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775498593	16	pragmatic	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"safe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	9614	{"safe":["C3"],"unsafe":[]}	B3	A3,B3	answer
testing	7059-7aa0b2e4-700e-4574-8ae7-81f2dedd30e9	1550775530965	18	random	1	helper	human	{"A1":"safe","A2":"safe","A3":"safe","B1":"unsafe","B2":"unsafe","B3":"safe","C1":"safe","C2":"safe","C3":"safe"}	13578	{"safe":["C2","C3"],"unsafe":[]}	C1	B3,C1	answer
