iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
testing	2245-af9b2999-31d1-43bf-a69b-4a2a1afde078	1545533563948	0	2245-af9b2999-31d1-43bf-a69b-4a2a1afde078	0	yes	yes	not much	yes	no	trying to get the combos revealed	seeker	353535	exitSurvey
