iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
testing	1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4	1545533497902	30	1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4	1	yes	no	liked	yes		describes exactly what I saw, and chose what my partner described,	seeker	188174	exitSurvey
testing	1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4	1545533524011	30	1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4	0	yes	yes	loved	yes	This was fun! Can I do it again?! (I know the HIT says no,)	ask for the cards needed and trust the other person	helper	207332	exitSurvey
