iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
full_sample	4122-f9c88f6d-7554-4914-a22a-93c7b76d9ebb	1546231899965	15	4122-f9c88f6d-7554-4914-a22a-93c7b76d9ebb	2	yes	yes	liked	yes	no	try to find both cards to receive bonus	seeker	367374	exitSurvey
full_sample	4122-f9c88f6d-7554-4914-a22a-93c7b76d9ebb	1546231906006	15	4122-f9c88f6d-7554-4914-a22a-93c7b76d9ebb	1	yes	yes	loved	yes	na	good	helper	342591	exitSurvey
