iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	8312-00399391-45ca-41c1-8010-ccb98209b973	1546809816225	helper	25	8312-00399391-45ca-41c1-8010-ccb98209b973	1	yes	liked	yes	I noticed no problems,	It was pretty simple, By using what the seeker asked for you would reveal both cards in the combo, I made a mistake once while asking for cards to be revealed and asked for a card that was present in both combos, But the strategy is pretty apparent, 	seeker	199369	exitSurvey
