iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231605552	20	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1	yes	yes	loved	yes	This was AWESOME! Wish I could do it again! 	I tried to do the right thing! 	helper	592766	exitSurvey
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231646823	20	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	0	yes	yes	liked	confused	It appeared sometimes we won even without putting the right combo in,,,I don't get it?	To be honest to my partner	seeker	671120	exitSurvey
