iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
full_sample	6601-66e4b693-af81-48c4-a502-79aa954c3f92	1546231551238	10	6601-66e4b693-af81-48c4-a502-79aa954c3f92	0	yes	yes	loved	yes		Maximize bonus	seeker	366144	exitSurvey
full_sample	6601-66e4b693-af81-48c4-a502-79aa954c3f92	1546231554052	10	6601-66e4b693-af81-48c4-a502-79aa954c3f92	2	no	yes	loved	yes	very fun	tried my best	helper	368289	exitSurvey
