iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533825782	5	9786-9823584e-a808-46d6-ae75-76aa7404896f	0	no	yes	not much	confused		I was not sure exactly,  I tried to answer and pick the best I could but I did not have any real strategy,	seeker	470445	exitSurvey
testing	9786-9823584e-a808-46d6-ae75-76aa7404896f	1545533826859	5	9786-9823584e-a808-46d6-ae75-76aa7404896f	1	yes	yes	not much	yes		just communicated best i can, no other strategy	helper	360828	exitSurvey
