iterationName	gameid	time	firstRole	score	gameID	quizFailCounter	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806843078	seeker	5	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	0	yes	liked	yes		Used my own Strategy	helper	391244	exitSurvey
