iterationName	gameid	time	score	gameID	quizFailCounter	thinksHuman	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
full_sample	3946-93562776-a60f-4980-a72e-136ab4c5d513	1546217787107	20	3946-93562776-a60f-4980-a72e-136ab4c5d513	0	yes	yes	liked	yes		Just trying to get the right one	helper	187336	exitSurvey
full_sample	3946-93562776-a60f-4980-a72e-136ab4c5d513	1546217810059	20	3946-93562776-a60f-4980-a72e-136ab4c5d513	0	yes	yes	not much	yes	Thanks for the opportunity, 	I would describe it as simple common sense if you understand the rule set, 	seeker	219403	exitSurvey
