iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	revealedObjs	numRevealed	fullContext	eventType
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231090598	0	catch	10C	AS	10C,AS	2	[{"name":"8S","gridX":4,"gridY":2},{"name":"4H","gridX":2,"gridY":2},{"name":"3H","gridX":3,"gridY":4},{"name":"AS","gridX":4,"gridY":4},{"name":"10C","gridX":1,"gridY":4},{"name":"8H","gridX":3,"gridY":3}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231113717	1	catch	QH	3D	QH,3D	2	[{"name":"2C","gridX":2,"gridY":1},{"name":"5H","gridX":1,"gridY":4},{"name":"QH","gridX":1,"gridY":3},{"name":"10S","gridX":3,"gridY":3},{"name":"3D","gridX":3,"gridY":4},{"name":"9S","gridX":2,"gridY":2},{"name":"JS","gridX":2,"gridY":4},{"name":"6H","gridX":4,"gridY":3}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231135987	2	overlap	KC,AD	2H,AD	AD	1	[{"name":"KC","gridX":2,"gridY":3},{"name":"6S","gridX":3,"gridY":4},{"name":"10H","gridX":1,"gridY":1},{"name":"AD","gridX":3,"gridY":1},{"name":"QC","gridX":4,"gridY":3},{"name":"2H","gridX":1,"gridY":4}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231152470	2	overlap	KC,AD	2H,AD	2H	1	[{"name":"KC","gridX":2,"gridY":3},{"name":"6S","gridX":3,"gridY":4},{"name":"10H","gridX":1,"gridY":1},{"name":"AD","gridX":3,"gridY":1},{"name":"QC","gridX":4,"gridY":3},{"name":"2H","gridX":1,"gridY":4}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231167684	2	overlap	KC,AD	2H,AD	KC	1	[{"name":"KC","gridX":2,"gridY":3},{"name":"6S","gridX":3,"gridY":4},{"name":"10H","gridX":1,"gridY":1},{"name":"AD","gridX":3,"gridY":1},{"name":"QC","gridX":4,"gridY":3},{"name":"2H","gridX":1,"gridY":4}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231197400	3	baseline	9C,KS	5S,JD	JD	1	[{"name":"JD","gridX":1,"gridY":2},{"name":"KS","gridX":2,"gridY":4},{"name":"8C","gridX":1,"gridY":4},{"name":"10C","gridX":1,"gridY":1},{"name":"5S","gridX":4,"gridY":3},{"name":"9C","gridX":1,"gridY":3},{"name":"9D","gridX":2,"gridY":2},{"name":"4D","gridX":4,"gridY":1}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231219595	3	baseline	9C,KS	5S,JD	9C,KS	2	[{"name":"JD","gridX":1,"gridY":2},{"name":"KS","gridX":2,"gridY":4},{"name":"8C","gridX":1,"gridY":4},{"name":"10C","gridX":1,"gridY":1},{"name":"5S","gridX":4,"gridY":3},{"name":"9C","gridX":1,"gridY":3},{"name":"9D","gridX":2,"gridY":2},{"name":"4D","gridX":4,"gridY":1}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231236083	4	baseline	KD,6C	JS,10S	10S,JS	2	[{"name":"6C","gridX":4,"gridY":4},{"name":"JS","gridX":1,"gridY":2},{"name":"QC","gridX":4,"gridY":2},{"name":"10S","gridX":2,"gridY":2},{"name":"3C","gridX":2,"gridY":1},{"name":"KD","gridX":1,"gridY":1},{"name":"2C","gridX":1,"gridY":4}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231251314	4	baseline	KD,6C	JS,10S	KD	1	[{"name":"6C","gridX":4,"gridY":4},{"name":"JS","gridX":1,"gridY":2},{"name":"QC","gridX":4,"gridY":2},{"name":"10S","gridX":2,"gridY":2},{"name":"3C","gridX":2,"gridY":1},{"name":"KD","gridX":1,"gridY":1},{"name":"2C","gridX":1,"gridY":4}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231267410	4	baseline	KD,6C	JS,10S	6C	1	[{"name":"6C","gridX":4,"gridY":4},{"name":"JS","gridX":1,"gridY":2},{"name":"QC","gridX":4,"gridY":2},{"name":"10S","gridX":2,"gridY":2},{"name":"3C","gridX":2,"gridY":1},{"name":"KD","gridX":1,"gridY":1},{"name":"2C","gridX":1,"gridY":4}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231285243	5	overlap	7S,10D	3H,10D	10D,3H	2	[{"name":"5D","gridX":3,"gridY":1},{"name":"10D","gridX":4,"gridY":1},{"name":"2C","gridX":1,"gridY":4},{"name":"7S","gridX":3,"gridY":3},{"name":"3H","gridX":4,"gridY":3},{"name":"6C","gridX":3,"gridY":2}]	reveal
full_sample	9954-26cf7ff6-3a60-4b8b-8ad8-b161a9e2df42	1546231301731	5	overlap	7S,10D	3H,10D	7S	1	[{"name":"5D","gridX":3,"gridY":1},{"name":"10D","gridX":4,"gridY":1},{"name":"2C","gridX":1,"gridY":4},{"name":"7S","gridX":3,"gridY":3},{"name":"3H","gridX":4,"gridY":3},{"name":"6C","gridX":3,"gridY":2}]	reveal
