iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	revealedObjs	numRevealed	fullContext	eventType
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220877984	0	overlap	3C,9D	7H,9D	3C	1	[{"name":"7S","gridX":2,"gridY":2},{"name":"9D","gridX":3,"gridY":1},{"name":"8C","gridX":2,"gridY":3},{"name":"QH","gridX":1,"gridY":1},{"name":"3C","gridX":2,"gridY":1},{"name":"7H","gridX":4,"gridY":1},{"name":"2C","gridX":3,"gridY":2}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220897829	0	overlap	3C,9D	7H,9D	9D	1	[{"name":"7S","gridX":2,"gridY":2},{"name":"9D","gridX":3,"gridY":1},{"name":"8C","gridX":2,"gridY":3},{"name":"QH","gridX":1,"gridY":1},{"name":"3C","gridX":2,"gridY":1},{"name":"7H","gridX":4,"gridY":1},{"name":"2C","gridX":3,"gridY":2}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220931542	1	baseline	9C,2C	2H,10C	2C	1	[{"name":"5D","gridX":2,"gridY":3},{"name":"9C","gridX":2,"gridY":2},{"name":"2H","gridX":1,"gridY":3},{"name":"2C","gridX":4,"gridY":4},{"name":"JS","gridX":4,"gridY":3},{"name":"KD","gridX":1,"gridY":4},{"name":"4C","gridX":3,"gridY":3},{"name":"10C","gridX":1,"gridY":2}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220943084	1	baseline	9C,2C	2H,10C	9C	1	[{"name":"5D","gridX":2,"gridY":3},{"name":"9C","gridX":2,"gridY":2},{"name":"2H","gridX":1,"gridY":3},{"name":"2C","gridX":4,"gridY":4},{"name":"JS","gridX":4,"gridY":3},{"name":"KD","gridX":1,"gridY":4},{"name":"4C","gridX":3,"gridY":3},{"name":"10C","gridX":1,"gridY":2}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220969245	2	catch	10S	KH	10S,KH	2	[{"name":"4S","gridX":1,"gridY":3},{"name":"8C","gridX":1,"gridY":2},{"name":"QH","gridX":2,"gridY":1},{"name":"KH","gridX":1,"gridY":1},{"name":"10S","gridX":4,"gridY":1},{"name":"QC","gridX":3,"gridY":1}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220987418	3	catch	JC	9H	9H	1	[{"name":"2D","gridX":1,"gridY":4},{"name":"9H","gridX":1,"gridY":2},{"name":"8C","gridX":4,"gridY":4},{"name":"10S","gridX":2,"gridY":2},{"name":"JC","gridX":3,"gridY":4},{"name":"AC","gridX":1,"gridY":1}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221005430	3	catch	JC	9H	JC	1	[{"name":"2D","gridX":1,"gridY":4},{"name":"9H","gridX":1,"gridY":2},{"name":"8C","gridX":4,"gridY":4},{"name":"10S","gridX":2,"gridY":2},{"name":"JC","gridX":3,"gridY":4},{"name":"AC","gridX":1,"gridY":1}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221028246	4	baseline	6C,9H	3D,5C	9H	1	[{"name":"2C","gridX":1,"gridY":2},{"name":"6C","gridX":4,"gridY":2},{"name":"10H","gridX":1,"gridY":3},{"name":"3D","gridX":2,"gridY":4},{"name":"5C","gridX":2,"gridY":2},{"name":"9H","gridX":1,"gridY":4},{"name":"10D","gridX":3,"gridY":2},{"name":"KC","gridX":4,"gridY":1}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221047527	4	baseline	6C,9H	3D,5C	6C	1	[{"name":"2C","gridX":1,"gridY":2},{"name":"6C","gridX":4,"gridY":2},{"name":"10H","gridX":1,"gridY":3},{"name":"3D","gridX":2,"gridY":4},{"name":"5C","gridX":2,"gridY":2},{"name":"9H","gridX":1,"gridY":4},{"name":"10D","gridX":3,"gridY":2},{"name":"KC","gridX":4,"gridY":1}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221083583	5	overlap	AH,AC	10S,AC	AH	1	[{"name":"10S","gridX":1,"gridY":1},{"name":"AC","gridX":1,"gridY":3},{"name":"5C","gridX":3,"gridY":1},{"name":"AH","gridX":2,"gridY":2},{"name":"8D","gridX":3,"gridY":2}]	reveal
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221101106	5	overlap	AH,AC	10S,AC	AC	1	[{"name":"10S","gridX":1,"gridY":1},{"name":"AC","gridX":1,"gridY":3},{"name":"5C","gridX":3,"gridY":1},{"name":"AH","gridX":2,"gridY":2},{"name":"8D","gridX":3,"gridY":2}]	reveal
