iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	cardAskedAbout	sender	timeFromRoundStart	eventType
single_player_sample	6508-822d26b6-669d-4e08-9311-915b65b7618a	1546806951661	0	catch	2C	3H	seeker	2C	human	13549	chatMessage
single_player_sample	6508-822d26b6-669d-4e08-9311-915b65b7618a	1546806968539	1	overlap	4H,9D	2S,9D	seeker	4H	human	9623	chatMessage
single_player_sample	6508-822d26b6-669d-4e08-9311-915b65b7618a	1546806988063	2	baseline	2D,5S	8H,JC	seeker	5S	human	12458	chatMessage
single_player_sample	6508-822d26b6-669d-4e08-9311-915b65b7618a	1546807000346	3	catch	2C	2D	seeker	2C	bot	5000	chatMessage
single_player_sample	6508-822d26b6-669d-4e08-9311-915b65b7618a	1546807027213	4	overlap	2D,4H	9H,4H	seeker	2D	bot	5000	chatMessage
single_player_sample	6508-822d26b6-669d-4e08-9311-915b65b7618a	1546807044999	5	baseline	8S,5C	10H,5H	seeker	8S	bot	5000	chatMessage
