iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221401509	0	catch	9H	10S	Where is the ten of spades?	1111	chatMessage
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221418290	0	catch	9H	10S	Where is the nine of hearts?	6262	chatMessage
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221442219	1	catch	KD	7H	Where is the king of diamonds?	7459	chatMessage
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221461795	2	overlap	JD,JH	10D,JH	Where is the jack of hearts?	3062	chatMessage
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221484545	3	overlap	4D,6C	5C,6C	Where is the 4 of diamonds?	6055	chatMessage
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221502510	3	overlap	4D,6C	5C,6C	Where is the and the other?	4698	chatMessage
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221519270	4	baseline	AD,5H	6S,JH	Where is the ace of diamonds?	2722	chatMessage
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221537840	5	baseline	2S,3D	9H,8C	Where is the 2 of spades?	3950	chatMessage
