iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	revealedObjs	numRevealed	fullContext	eventType
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546717954700	0	baseline	3H,5H	AH,2H	helper	human	3H,5H	2	[{"name":"4H","gridX":2,"gridY":3},{"name":"6H","gridX":3,"gridY":4},{"name":"3H","gridX":1,"gridY":4},{"name":"5H","gridX":1,"gridY":1},{"name":"8H","gridX":3,"gridY":2},{"name":"AH","gridX":1,"gridY":2},{"name":"2H","gridX":2,"gridY":4},{"name":"9S","gridX":2,"gridY":1}]	reveal
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546717974083	1	catch	6C	10S	helper	human	6C,JD	2	[{"name":"JD","gridX":2,"gridY":4},{"name":"AC","gridX":4,"gridY":4},{"name":"5S","gridX":2,"gridY":3},{"name":"10S","gridX":4,"gridY":3},{"name":"6C","gridX":1,"gridY":2},{"name":"3C","gridX":1,"gridY":4}]	reveal
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546717990843	2	overlap	9S,QH	9C,QH	helper	human	9C,QH	2	[{"name":"9S","gridX":1,"gridY":1},{"name":"7H","gridX":3,"gridY":4},{"name":"3H","gridX":2,"gridY":3},{"name":"3D","gridX":1,"gridY":2},{"name":"QH","gridX":4,"gridY":3},{"name":"AC","gridX":4,"gridY":4},{"name":"9C","gridX":1,"gridY":4}]	reveal
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718002844	2	overlap	9S,QH	9C,QH	helper	human	9S	1	[{"name":"9S","gridX":1,"gridY":1},{"name":"7H","gridX":3,"gridY":4},{"name":"3H","gridX":2,"gridY":3},{"name":"3D","gridX":1,"gridY":2},{"name":"QH","gridX":4,"gridY":3},{"name":"AC","gridX":4,"gridY":4},{"name":"9C","gridX":1,"gridY":4}]	reveal
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718025130	3	baseline	2H,8D	4H,AH	helper	bot	AH	1	[{"name":"7D","gridX":2,"gridY":1},{"name":"4H","gridX":4,"gridY":2},{"name":"2H","gridX":4,"gridY":4},{"name":"JH","gridX":1,"gridY":2},{"name":"8D","gridX":4,"gridY":3},{"name":"JS","gridX":1,"gridY":1},{"name":"AH","gridX":3,"gridY":4},{"name":"QS","gridX":4,"gridY":1}]	reveal
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718042928	3	baseline	2H,8D	4H,AH	helper	bot	4H	1	[{"name":"7D","gridX":2,"gridY":1},{"name":"4H","gridX":4,"gridY":2},{"name":"2H","gridX":4,"gridY":4},{"name":"JH","gridX":1,"gridY":2},{"name":"8D","gridX":4,"gridY":3},{"name":"JS","gridX":1,"gridY":1},{"name":"AH","gridX":3,"gridY":4},{"name":"QS","gridX":4,"gridY":1}]	reveal
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718062062	3	baseline	2H,8D	4H,AH	helper	bot	2H,8D	2	[{"name":"7D","gridX":2,"gridY":1},{"name":"4H","gridX":4,"gridY":2},{"name":"2H","gridX":4,"gridY":4},{"name":"JH","gridX":1,"gridY":2},{"name":"8D","gridX":4,"gridY":3},{"name":"JS","gridX":1,"gridY":1},{"name":"AH","gridX":3,"gridY":4},{"name":"QS","gridX":4,"gridY":1}]	reveal
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718081136	4	catch	9C	4D	helper	bot	8C	1	[{"name":"4S","gridX":1,"gridY":2},{"name":"9C","gridX":3,"gridY":3},{"name":"8C","gridX":3,"gridY":4},{"name":"AD","gridX":1,"gridY":3},{"name":"4D","gridX":1,"gridY":4},{"name":"5C","gridX":2,"gridY":3},{"name":"5S","gridX":2,"gridY":2}]	reveal
