iterationName,gameid,time,trialNum,trialType,targetGoalSet,distractorGoalSet,firstRole,sender,timeFromMessage,revealedObjs
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804531772e+12,1,overlap,"[""2D"",""6S""]","[""QC"",""6S""]",helper,human,8645,"[""2D"",""6S""]"
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804542715e+12,1,overlap,"[""QS"",""7D""]","[""JC"",""7D""]",seeker,bot,2500,"[""QS"",""7D""]"
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804545212e+12,2,catch,"[""5D""]","[""3C""]",helper,human,4216,"[""5D""]"
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804559839e+12,2,baseline,"[""7C"",""4H""]","[""9S"",""10D""]",seeker,bot,2500,"[""9S""]"
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804560876e+12,3,overlap,"[""KD"",""9H""]","[""6H"",""9H""]",helper,bot,2500,"[""9H""]"
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804574404e+12,3,overlap,"[""KD"",""9H""]","[""6H"",""9H""]",helper,bot,2500,"[""KD"",""9H""]"
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.54680457527e+12,2,baseline,"[""7C"",""4H""]","[""9S"",""10D""]",seeker,bot,2500,"[""7C"",""4H""]"
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804587034e+12,4,catch,"[""7H""]","[""4D""]",helper,bot,2500,"[""7H""]"
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804602459e+12,5,baseline,"[""AH"",""2C""]","[""3C"",""JD""]",helper,bot,2500,"[""AH"",""2C""]"
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804622915e+12,3,baseline,"[""AD"",""KC""]","[""5S"",""8H""]",seeker,human,38309,"[""AD""]"
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804635192e+12,3,baseline,"[""AD"",""KC""]","[""5S"",""8H""]",seeker,human,7111,"[""KC""]"
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804647463e+12,4,catch,"[""6S""]","[""JD""]",seeker,human,3003,"[""6S""]"
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804659916e+12,5,overlap,"[""AD"",""2H""]","[""10D"",""2H""]",seeker,human,3194,"[""AD""]"
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804668498e+12,5,overlap,"[""AD"",""2H""]","[""10D"",""2H""]",seeker,human,3418,"[""2H""]"
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804701722e+12,0,baseline,"[""6D"",""4H""]","[""4D"",""7C""]",helper,human,23821,"[""6D""]"
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804711901e+12,0,baseline,"[""6D"",""4H""]","[""4D"",""7C""]",helper,human,4993,"[""4H""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.54680472231e+12,0,overlap,"[""8S"",""10C""]","[""6D"",""10C""]",helper,human,23179,"[""8S""]"
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804727015e+12,1,catch,"[""2H""]","[""QS""]",helper,human,5578,"[""AC"",""QS""]"
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804736833e+12,1,catch,"[""2H""]","[""QS""]",helper,human,4633,"[""QH"",""2H""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804738956e+12,0,overlap,"[""8S"",""10C""]","[""6D"",""10C""]",helper,human,11598,"[""10C""]"
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804750876e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,human,4725,"[""5S""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804752485e+12,1,baseline,"[""8C"",""QH""]","[""6H"",""KS""]",helper,human,4427,"[""8C""]"
single_player_sample,5163-e2027dae-e557-429c-a1b9-154d5f87f288,1.546804760167e+12,0,baseline,"[""2S"",""7D""]","[""JS"",""5C""]",seeker,bot,2500,"[""2S"",""7D""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804760997e+12,1,baseline,"[""8C"",""QH""]","[""6H"",""KS""]",helper,human,3466,"[""QH""]"
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.54680476601e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,human,9942,"[""AC""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804773945e+12,2,catch,"[""AH""]","[""KC""]",helper,human,3836,"[""AH""]"
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804777366e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,human,6188,"[""QH"",""JC""]"
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.54680478818e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,human,5635,"[""10D"",""7C""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804791323e+12,3,baseline,"[""10D"",""8S""]","[""5C"",""JS""]",helper,bot,2500,"[""JS""]"
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804806474e+12,0,baseline,"[""KD"",""6H""]","[""10S"",""8D""]",seeker,bot,2500,"[""KD"",""6H""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804808662e+12,3,baseline,"[""10D"",""8S""]","[""5C"",""JS""]",helper,bot,2500,"[""5C""]"
single_player_sample,5163-e2027dae-e557-429c-a1b9-154d5f87f288,1.546804813447e+12,1,overlap,"[""3D"",""QD""]","[""8C"",""QD""]",seeker,bot,2500,"[""3D""]"
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804822753e+12,1,overlap,"[""3H"",""10H""]","[""KS"",""10H""]",seeker,bot,2500,"[""3H"",""10H""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804833796e+12,3,baseline,"[""10D"",""8S""]","[""5C"",""JS""]",helper,bot,2500,"[""10D"",""8S""]"
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804840128e+12,2,catch,"[""KH""]","[""9H""]",seeker,bot,2500,"[""KH""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804853103e+12,4,catch,"[""7H""]","[""5S""]",helper,bot,2500,"[""5S""]"
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804856934e+12,3,overlap,"[""QD"",""7S""]","[""9D"",""7S""]",seeker,human,7471,"[""QD"",""7S""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804861017e+12,4,catch,"[""7H""]","[""5S""]",helper,bot,2500,"[""7H""]"
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804872719e+12,4,baseline,"[""AH"",""9C""]","[""6C"",""3H""]",seeker,human,6473,"[""AH"",""9C""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804875051e+12,5,overlap,"[""5D"",""5H""]","[""5S"",""5H""]",helper,bot,2500,"[""5H""]"
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804881876e+12,5,overlap,"[""5D"",""5H""]","[""5S"",""5H""]",helper,bot,2500,"[""5D"",""5H""]"
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804886567e+12,5,catch,"[""9D""]","[""3S""]",seeker,human,4521,"[""9D""]"
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546804948015e+12,0,overlap,"[""7D"",""4S""]","[""AS"",""4S""]",seeker,bot,2500,"[""7D"",""4S""]"
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546804967747e+12,1,baseline,"[""5C"",""8S""]","[""9D"",""JS""]",seeker,bot,2500,"[""5C"",""8S""]"
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546804987057e+12,2,catch,"[""AC""]","[""7H""]",seeker,bot,2500,"[""AC""]"
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.54680500845e+12,3,baseline,"[""AS"",""6D""]","[""5S"",""3D""]",seeker,human,12113,"[""AS"",""6D""]"
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.5468050303e+12,4,overlap,"[""9H"",""5H""]","[""6H"",""5H""]",seeker,human,12599,"[""9H"",""5H""]"
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546805045742e+12,5,catch,"[""8S""]","[""7D""]",seeker,human,6167,"[""8S""]"
single_player_sample,2368-0b297b6f-90c2-4fcc-ad8a-1aa522220b73,1.54680521657e+12,0,baseline,"[""KH"",""AH""]","[""7C"",""5D""]",helper,human,11035,"[""KH"",""AH""]"
single_player_sample,2368-0b297b6f-90c2-4fcc-ad8a-1aa522220b73,1.546805232964e+12,1,catch,"[""10D""]","[""4C""]",helper,human,7039,"[""10D""]"
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805265493e+12,0,catch,"[""QD""]","[""9C""]",seeker,bot,2500,"[""QD""]"
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805283045e+12,0,baseline,"[""7C"",""9C""]","[""3H"",""9S""]",helper,human,13601,"[""7C"",""9C""]"
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805287754e+12,1,overlap,"[""AD"",""QH""]","[""9C"",""QH""]",seeker,bot,2500,"[""AD"",""QH""]"
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.54680530468e+12,2,baseline,"[""8D"",""9C""]","[""JS"",""QD""]",seeker,bot,2500,"[""8D"",""9C""]"
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805311185e+12,1,catch,"[""8H""]","[""AS""]",helper,human,18862,"[""8H"",""9D""]"
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805329426e+12,3,baseline,"[""10D"",""3C""]","[""5H"",""KH""]",seeker,human,15507,"[""10D"",""3C""]"
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805329772e+12,2,overlap,"[""10D"",""6S""]","[""JC"",""6S""]",helper,human,8341,"[""10D"",""6S""]"
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805344773e+12,4,catch,"[""KD""]","[""7S""]",seeker,human,6122,"[""KD""]"
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805350789e+12,3,overlap,"[""8H"",""KC""]","[""7H"",""KC""]",helper,bot,2500,"[""8H"",""KC""]"
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805362353e+12,5,overlap,"[""9D"",""JC""]","[""9S"",""JC""]",seeker,human,8367,"[""9D"",""JC""]"
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805366805e+12,4,catch,"[""2C""]","[""4D""]",helper,bot,2500,"[""2C""]"
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805372541e+12,0,baseline,"[""AC"",""JD""]","[""6C"",""KD""]",helper,human,8032,"[""AC""]"
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805382527e+12,0,baseline,"[""AC"",""JD""]","[""6C"",""KD""]",helper,human,4550,"[""JD""]"
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805384337e+12,5,baseline,"[""6D"",""9S""]","[""3D"",""5D""]",helper,bot,2500,"[""6D"",""9S""]"
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805395187e+12,0,overlap,"[""5D"",""KC""]","[""6D"",""KC""]",helper,human,33691,"[""5D"",""KC""]"
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805399877e+12,0,catch,"[""KC""]","[""3C""]",seeker,bot,2500,"[""3C""]"
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805401034e+12,1,overlap,"[""2H"",""10D""]","[""10S"",""10D""]",helper,human,8287,"[""2H"",""10D""]"
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805413727e+12,0,catch,"[""KC""]","[""3C""]",seeker,bot,2500,"[""KC""]"
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805415618e+12,2,catch,"[""QC""]","[""QS""]",helper,human,5078,"[""QC""]"
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805425908e+12,1,baseline,"[""7C"",""7D""]","[""5S"",""QS""]",helper,human,21351,"[""7C"",""7D""]"
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805433675e+12,3,overlap,"[""6S"",""KH""]","[""QD"",""KH""]",helper,bot,2500,"[""6S"",""KH""]"
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805434589e+12,1,baseline,"[""6H"",""2S""]","[""10H"",""AD""]",seeker,bot,2500,"[""6H"",""2S""]"
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805442006e+12,2,catch,"[""3S""]","[""3H""]",helper,human,6755,"[""3S""]"
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805447435e+12,4,baseline,"[""KD"",""3D""]","[""JH"",""10H""]",helper,bot,2500,"[""KD"",""3D""]"
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805447887e+12,2,overlap,"[""6S"",""9D""]","[""4S"",""9D""]",seeker,bot,2500,"[""9D""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805449617e+12,0,overlap,"[""6H"",""3D""]","[""KD"",""3D""]",helper,human,36596,"[""6H"",""3D""]"
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805459076e+12,2,overlap,"[""6S"",""9D""]","[""4S"",""9D""]",seeker,bot,2500,"[""6S"",""9D""]"
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805459243e+12,5,catch,"[""6C""]","[""7H""]",helper,bot,2500,"[""6C""]"
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805463514e+12,3,baseline,"[""5D"",""JC""]","[""8D"",""10C""]",helper,bot,2500,"[""5D"",""JC""]"
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805475527e+12,3,catch,"[""7D""]","[""10C""]",seeker,human,7239,"[""7D""]"
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805484828e+12,4,catch,"[""JD""]","[""8H""]",helper,bot,2500,"[""JD""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805487263e+12,1,catch,"[""4S""]","[""8H""]",helper,human,27832,"[""4S"",""9S""]"
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805491022e+12,4,baseline,"[""4C"",""7S""]","[""4D"",""2H""]",seeker,human,6295,"[""4C"",""7S""]"
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805508739e+12,5,overlap,"[""10C"",""3C""]","[""10H"",""3C""]",seeker,human,8506,"[""10C"",""3C""]"
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805509111e+12,5,overlap,"[""10C"",""9C""]","[""AH"",""9C""]",helper,bot,2500,"[""9C""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805518477e+12,2,baseline,"[""8C"",""3D""]","[""8D"",""6S""]",helper,human,21416,"[""8C"",""3D""]"
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805525696e+12,5,overlap,"[""10C"",""9C""]","[""AH"",""9C""]",helper,bot,2500,"[""10C"",""9C""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805559798e+12,3,catch,"[""KH""]","[""8C""]",helper,bot,2500,"[""8C""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.54680557867e+12,3,catch,"[""KH""]","[""8C""]",helper,bot,2500,"[""8C""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805594202e+12,3,catch,"[""KH""]","[""8C""]",helper,bot,2500,"[""KH""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805614226e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,bot,2500,"[""5S""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805626761e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,bot,2500,"[""JS""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805639266e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,bot,2500,"[""JS""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805656971e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,bot,2500,"[""QS""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805664407e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,bot,2500,"[""JS""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.54680567061e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,bot,2500,"[""QS""]"
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805674461e+12,0,baseline,"[""8D"",""10S""]","[""4S"",""10D""]",helper,human,19397,"[""8D"",""10S""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805676737e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,bot,2500,"[""5S""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.54680568942e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,bot,2500,"[""JC""]"
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805700463e+12,1,overlap,"[""JH"",""4D""]","[""3D"",""4D""]",helper,human,16706,"[""JH"",""4D""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.54680570787e+12,5,overlap,"[""JS"",""8H""]","[""6C"",""8H""]",helper,bot,2500,"[""8H""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805719786e+12,5,overlap,"[""JS"",""8H""]","[""6C"",""8H""]",helper,bot,2500,"[""6C""]"
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805724102e+12,2,catch,"[""QD""]","[""JH""]",helper,human,14370,"[""QD""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805733028e+12,5,overlap,"[""JS"",""8H""]","[""6C"",""8H""]",helper,bot,2500,"[""8H""]"
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805743135e+12,5,overlap,"[""JS"",""8H""]","[""6C"",""8H""]",helper,bot,2500,"[""JS""]"
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805745783e+12,3,baseline,"[""4D"",""2H""]","[""2S"",""3H""]",helper,bot,2500,"[""4D"",""2H""]"
single_player_sample,9294-6598aa3f-a694-418a-8613-2ebc17f65a66,1.546805754063e+12,0,baseline,"[""JH"",""9H""]","[""KD"",""3S""]",seeker,bot,2500,"[""JH"",""9H""]"
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805771913e+12,4,overlap,"[""AD"",""5H""]","[""3C"",""5H""]",helper,bot,2500,"[""AD"",""5H""]"
single_player_sample,9294-6598aa3f-a694-418a-8613-2ebc17f65a66,1.546805775744e+12,1,overlap,"[""AD"",""AS""]","[""6H"",""AS""]",seeker,bot,2500,"[""AD"",""AS""]"
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805791073e+12,5,catch,"[""JD""]","[""JC""]",helper,bot,2500,"[""JD""]"
single_player_sample,0065-9c9db0b6-8e05-4fa4-9be4-5f84aa1ac2af,1.546805791395e+12,0,baseline,"[""AC"",""6H""]","[""8C"",""10S""]",helper,human,8932,"[""6H"",""AC""]"
single_player_sample,9294-6598aa3f-a694-418a-8613-2ebc17f65a66,1.54680579144e+12,2,catch,"[""2C""]","[""JC""]",seeker,bot,2500,"[""2C""]"
single_player_sample,0065-9c9db0b6-8e05-4fa4-9be4-5f84aa1ac2af,1.546805805607e+12,1,catch,"[""9D""]","[""3D""]",helper,human,5054,"[""9D""]"
single_player_sample,9294-6598aa3f-a694-418a-8613-2ebc17f65a66,1.54680580715e+12,3,baseline,"[""QS"",""AH""]","[""4H"",""5S""]",seeker,human,6463,"[""QS"",""AH""]"
single_player_sample,0065-9c9db0b6-8e05-4fa4-9be4-5f84aa1ac2af,1.546805820999e+12,2,overlap,"[""6C"",""AS""]","[""QC"",""AS""]",helper,human,6171,"[""AS"",""6C""]"
single_player_sample,9294-6598aa3f-a694-418a-8613-2ebc17f65a66,1.546805821275e+12,4,overlap,"[""4C"",""8S""]","[""5H"",""8S""]",seeker,human,4888,"[""4C"",""8S""]"
single_player_sample,9294-6598aa3f-a694-418a-8613-2ebc17f65a66,1.54680583397e+12,5,catch,"[""8H""]","[""5S""]",seeker,human,3488,"[""8H""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546805837085e+12,0,overlap,"[""QS"",""5C""]","[""2H"",""5C""]",seeker,bot,2500,"[""5C""]"
single_player_sample,0065-9c9db0b6-8e05-4fa4-9be4-5f84aa1ac2af,1.546805839702e+12,3,baseline,"[""4S"",""9D""]","[""2D"",""KD""]",helper,bot,2500,"[""4S"",""9D""]"
single_player_sample,0065-9c9db0b6-8e05-4fa4-9be4-5f84aa1ac2af,1.546805857571e+12,4,overlap,"[""10S"",""9C""]","[""9D"",""9C""]",helper,bot,2500,"[""10S"",""9C""]"
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546805862175e+12,0,catch,"[""8S""]","[""KS""]",helper,human,15311,"[""8S""]"
single_player_sample,0065-9c9db0b6-8e05-4fa4-9be4-5f84aa1ac2af,1.546805872574e+12,5,catch,"[""9D""]","[""2H""]",helper,bot,2500,"[""9D""]"
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.54680587931e+12,1,baseline,"[""10D"",""4H""]","[""3D"",""10S""]",helper,human,7614,"[""10D"",""4H""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546805896602e+12,0,overlap,"[""QS"",""5C""]","[""2H"",""5C""]",seeker,bot,2500,"[""QS"",""5C""]"
single_player_sample,2370-0a9a453a-a1e8-4294-9eba-5bb542aafc12,1.546805898067e+12,0,overlap,"[""2D"",""7C""]","[""7H"",""7C""]",seeker,bot,2500,"[""2D"",""7C""]"
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546805905326e+12,2,overlap,"[""3S"",""7S""]","[""4S"",""7S""]",helper,human,16581,"[""3S"",""7S""]"
single_player_sample,2370-0a9a453a-a1e8-4294-9eba-5bb542aafc12,1.546805915191e+12,1,baseline,"[""6S"",""7S""]","[""10C"",""8H""]",seeker,bot,2500,"[""6S"",""7S""]"
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546805926557e+12,3,baseline,"[""10D"",""6D""]","[""9S"",""6S""]",helper,bot,2500,"[""10D"",""6D""]"
single_player_sample,2370-0a9a453a-a1e8-4294-9eba-5bb542aafc12,1.546805933819e+12,2,catch,"[""4S""]","[""4C""]",seeker,bot,2500,"[""4S""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546805936354e+12,1,baseline,"[""KS"",""AS""]","[""2C"",""7C""]",seeker,bot,2500,"[""KS"",""AS""]"
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546805945685e+12,4,catch,"[""3D""]","[""3H""]",helper,bot,2500,"[""3D""]"
single_player_sample,2370-0a9a453a-a1e8-4294-9eba-5bb542aafc12,1.546805947241e+12,3,catch,"[""10D""]","[""8H""]",seeker,human,4048,"[""10D""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546805956242e+12,2,catch,"[""8C""]","[""QD""]",seeker,bot,2500,"[""8C""]"
single_player_sample,2370-0a9a453a-a1e8-4294-9eba-5bb542aafc12,1.546805961452e+12,4,overlap,"[""AH"",""4H""]","[""3S"",""4H""]",seeker,human,4883,"[""AH"",""4H""]"
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546805968667e+12,5,overlap,"[""9S"",""JH""]","[""9C"",""JH""]",helper,bot,2500,"[""9S"",""JH""]"
single_player_sample,2370-0a9a453a-a1e8-4294-9eba-5bb542aafc12,1.546805975234e+12,5,baseline,"[""3C"",""7D""]","[""9C"",""9D""]",seeker,human,4497,"[""3C"",""7D""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546805975581e+12,3,baseline,"[""KH"",""AD""]","[""6D"",""9H""]",seeker,human,10031,"[""KH""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546805986244e+12,3,baseline,"[""KH"",""AD""]","[""6D"",""9H""]",seeker,human,5506,"[""AD""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546806001224e+12,4,overlap,"[""8H"",""5S""]","[""QH"",""5S""]",seeker,human,5646,"[""8H""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546806012357e+12,4,overlap,"[""8H"",""5S""]","[""QH"",""5S""]",seeker,human,5930,"[""5S""]"
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546806028602e+12,5,catch,"[""QH""]","[""4C""]",seeker,human,7003,"[""QH""]"
single_player_sample,3171-dba437d2-610f-421f-9acd-f85aea8cb4f6,1.54680632634e+12,0,baseline,"[""5D"",""8S""]","[""9C"",""6C""]",helper,human,6461,"[""5D""]"
single_player_sample,3171-dba437d2-610f-421f-9acd-f85aea8cb4f6,1.546806334519e+12,0,baseline,"[""5D"",""8S""]","[""9C"",""6C""]",helper,human,2922,"[""8S""]"
single_player_sample,3171-dba437d2-610f-421f-9acd-f85aea8cb4f6,1.54680634616e+12,1,catch,"[""AS""]","[""7C""]",helper,human,2256,"[""AS""]"
single_player_sample,3171-dba437d2-610f-421f-9acd-f85aea8cb4f6,1.546806359676e+12,2,overlap,"[""QH"",""10H""]","[""AD"",""10H""]",helper,human,4147,"[""QH""]"
single_player_sample,3171-dba437d2-610f-421f-9acd-f85aea8cb4f6,1.546806366799e+12,2,overlap,"[""QH"",""10H""]","[""AD"",""10H""]",helper,human,1907,"[""10H""]"
