iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	timeFromMessage	revealedObjs	numRevealed	fullContext	eventType
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806472933	0	baseline	AC,KC	8D,AS	seeker	bot	2500	8D	1	[{"name":"AC","gridX":3,"gridY":2},{"name":"8D","gridX":2,"gridY":4},{"name":"3C","gridX":1,"gridY":2},{"name":"JS","gridX":3,"gridY":1},{"name":"AS","gridX":2,"gridY":1},{"name":"6S","gridX":4,"gridY":3},{"name":"KC","gridX":1,"gridY":4}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806499195	0	baseline	AC,KC	8D,AS	seeker	bot	2500	KC	1	[{"name":"AC","gridX":3,"gridY":2},{"name":"8D","gridX":2,"gridY":4},{"name":"3C","gridX":1,"gridY":2},{"name":"JS","gridX":3,"gridY":1},{"name":"AS","gridX":2,"gridY":1},{"name":"6S","gridX":4,"gridY":3},{"name":"KC","gridX":1,"gridY":4}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806514568	0	baseline	AC,KC	8D,AS	seeker	bot	2500	8D	1	[{"name":"AC","gridX":3,"gridY":2},{"name":"8D","gridX":2,"gridY":4},{"name":"3C","gridX":1,"gridY":2},{"name":"JS","gridX":3,"gridY":1},{"name":"AS","gridX":2,"gridY":1},{"name":"6S","gridX":4,"gridY":3},{"name":"KC","gridX":1,"gridY":4}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806528260	0	baseline	AC,KC	8D,AS	seeker	bot	2500	AC	1	[{"name":"AC","gridX":3,"gridY":2},{"name":"8D","gridX":2,"gridY":4},{"name":"3C","gridX":1,"gridY":2},{"name":"JS","gridX":3,"gridY":1},{"name":"AS","gridX":2,"gridY":1},{"name":"6S","gridX":4,"gridY":3},{"name":"KC","gridX":1,"gridY":4}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806574650	1	catch	KD	2C	seeker	bot	2500	2C	1	[{"name":"KH","gridX":3,"gridY":2},{"name":"2C","gridX":2,"gridY":1},{"name":"AD","gridX":3,"gridY":4},{"name":"5S","gridX":2,"gridY":2},{"name":"QC","gridX":4,"gridY":4},{"name":"5H","gridX":2,"gridY":3},{"name":"KD","gridX":3,"gridY":1},{"name":"6D","gridX":4,"gridY":2}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806588020	1	catch	KD	2C	seeker	bot	2500	KD	1	[{"name":"KH","gridX":3,"gridY":2},{"name":"2C","gridX":2,"gridY":1},{"name":"AD","gridX":3,"gridY":4},{"name":"5S","gridX":2,"gridY":2},{"name":"QC","gridX":4,"gridY":4},{"name":"5H","gridX":2,"gridY":3},{"name":"KD","gridX":3,"gridY":1},{"name":"6D","gridX":4,"gridY":2}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806612074	2	overlap	KH,4D	10H,4D	seeker	bot	2500	4H	1	[{"name":"QD","gridX":4,"gridY":4},{"name":"4D","gridX":1,"gridY":2},{"name":"10H","gridX":2,"gridY":2},{"name":"KH","gridX":3,"gridY":3},{"name":"4H","gridX":2,"gridY":3}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806624183	2	overlap	KH,4D	10H,4D	seeker	bot	2500	10H	1	[{"name":"QD","gridX":4,"gridY":4},{"name":"4D","gridX":1,"gridY":2},{"name":"10H","gridX":2,"gridY":2},{"name":"KH","gridX":3,"gridY":3},{"name":"4H","gridX":2,"gridY":3}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806634949	2	overlap	KH,4D	10H,4D	seeker	bot	2500	4D	1	[{"name":"QD","gridX":4,"gridY":4},{"name":"4D","gridX":1,"gridY":2},{"name":"10H","gridX":2,"gridY":2},{"name":"KH","gridX":3,"gridY":3},{"name":"4H","gridX":2,"gridY":3}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806647312	2	overlap	KH,4D	10H,4D	seeker	bot	2500	4D	1	[{"name":"QD","gridX":4,"gridY":4},{"name":"4D","gridX":1,"gridY":2},{"name":"10H","gridX":2,"gridY":2},{"name":"KH","gridX":3,"gridY":3},{"name":"4H","gridX":2,"gridY":3}]	reveal
single_player_sample	1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14	1546806662010	2	overlap	KH,4D	10H,4D	seeker	bot	2500	KH	1	[{"name":"QD","gridX":4,"gridY":4},{"name":"4D","gridX":1,"gridY":2},{"name":"10H","gridX":2,"gridY":2},{"name":"KH","gridX":3,"gridY":3},{"name":"4H","gridX":2,"gridY":3}]	reveal
