iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	sender	revealedObjs	numRevealed	fullContext	eventType
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718206526	0	overlap	9H,6D	JD,6D	helper	human	9H,6D	2	[{"name":"JD","gridX":2,"gridY":4},{"name":"4H","gridX":3,"gridY":1},{"name":"9H","gridX":1,"gridY":4},{"name":"6D","gridX":3,"gridY":2},{"name":"AH","gridX":3,"gridY":3}]	reveal
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718220924	1	baseline	2D,10C	AH,AD	helper	human	2D,10C	2	[{"name":"AH","gridX":4,"gridY":2},{"name":"7C","gridX":4,"gridY":1},{"name":"2D","gridX":1,"gridY":3},{"name":"10C","gridX":2,"gridY":2},{"name":"AD","gridX":4,"gridY":3}]	reveal
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718236444	2	catch	7D	8C	helper	human	7D,8C	2	[{"name":"7D","gridX":3,"gridY":3},{"name":"6C","gridX":2,"gridY":4},{"name":"8C","gridX":2,"gridY":1},{"name":"QS","gridX":2,"gridY":3},{"name":"2D","gridX":3,"gridY":4}]	reveal
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718259042	3	overlap	AD,2D	7D,2D	helper	bot	AD,2D	2	[{"name":"9D","gridX":1,"gridY":3},{"name":"5S","gridX":4,"gridY":3},{"name":"7D","gridX":3,"gridY":3},{"name":"KC","gridX":1,"gridY":1},{"name":"3S","gridX":4,"gridY":1},{"name":"5D","gridX":2,"gridY":2},{"name":"AD","gridX":4,"gridY":4},{"name":"2D","gridX":1,"gridY":2}]	reveal
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718275212	4	catch	8D	AH	helper	bot	8D	1	[{"name":"AH","gridX":4,"gridY":4},{"name":"AD","gridX":1,"gridY":3},{"name":"JS","gridX":3,"gridY":4},{"name":"8C","gridX":3,"gridY":1},{"name":"10H","gridX":1,"gridY":4},{"name":"8D","gridX":4,"gridY":2},{"name":"4H","gridX":3,"gridY":3},{"name":"6H","gridX":1,"gridY":2}]	reveal
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718290392	5	baseline	6D,5S	8S,3C	helper	bot	6D,5S	2	[{"name":"8S","gridX":4,"gridY":2},{"name":"9H","gridX":3,"gridY":1},{"name":"3C","gridX":1,"gridY":1},{"name":"5S","gridX":1,"gridY":2},{"name":"8D","gridX":3,"gridY":4},{"name":"6D","gridX":2,"gridY":2}]	reveal
