alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
9.74,6.25,0.41,prag_emp,-306.0031936296472,-6.214608098422191
8.05,6.23,0.4,prag_emp,-305.82189457066204,-6.214608098422191
11.96,6.23,0.4,prag_emp,-305.8224091017472,-6.214608098422191
11.11,6.11,0.36,prag_emp,-305.73779394335077,-6.214608098422191
11.33,6.34,0.35,prag_emp,-306.150884022972,-6.214608098422191
9.59,6.34,0.32,prag_emp,-306.88300390159435,-6.214608098422191
7.69,6.17,0.32,prag_emp,-306.25628958849177,-6.214608098422191
9.19,6.17,0.35,prag_emp,-305.7087370483466,-6.214608098422191
10.31,6.37,0.43,prag_emp,-306.7353281348607,-6.214608098422191
10.02,6.59,0.41,prag_emp,-307.96818564268483,-6.214608098422191
13.32,6.59,0.45,prag_emp,-308.7853185269701,-6.214608098422191
12.1,6.59,0.38,prag_emp,-307.95951191922575,-6.214608098422191
14.57,6.59,0.39,prag_emp,-307.90599573729895,-6.214608098422191
15.22,6.59,0.38,prag_emp,-307.9600167108844,-6.214608098422191
14.67,6.59,0.39,prag_emp,-307.905999220643,-6.214608098422191
17.81,6.59,0.38,prag_emp,-307.96003266417915,-6.214608098422191
16.81,6.59,0.34,prag_emp,-308.7652724775233,-6.214608098422191
15.38,6.29,0.35,prag_emp,-305.91968223852746,-6.214608098422191
15.65,6.48,0.38,prag_emp,-306.83666966518547,-6.214608098422191
17.32,6.54,0.41,prag_emp,-307.4739982290278,-6.214608098422191
19.19,6.07,0.43,prag_emp,-307.03430651619243,-6.214608098422191
19.39,6.07,0.38,prag_emp,-305.95060636922614,-6.214608098422191
18.65,6.07,0.4,prag_emp,-306.23044248522433,-6.214608098422191
19.22,6.07,0.37,prag_emp,-305.88909210471803,-6.214608098422191
19,6.07,0.3,prag_emp,-306.9438802590774,-6.214608098422191
19.41,6.35,0.36,prag_emp,-306.070448406815,-6.214608098422191
17.2,6.35,0.38,prag_emp,-305.96464198167456,-6.214608098422191
19.25,6.35,0.42,prag_emp,-306.4179546410213,-6.214608098422191
18.99,6.35,0.38,prag_emp,-305.9646426219142,-6.214608098422191
19.81,6.11,0.39,prag_emp,-305.8881233309998,-6.214608098422191
19.34,6.11,0.42,prag_emp,-306.5102032373383,-6.214608098422191
16.21,6.11,0.29,prag_emp,-307.25546358920286,-6.214608098422191
17.98,6.14,0.42,prag_emp,-306.39306590387696,-6.214608098422191
15.44,6.14,0.42,prag_emp,-306.39306925326485,-6.214608098422191
14.53,6.14,0.34,prag_emp,-305.8543260647552,-6.214608098422191
11.64,6.14,0.42,prag_emp,-306.3932977921882,-6.214608098422191
19.7,6.14,0.45,prag_emp,-307.45069049476723,-6.214608098422191
19.27,6.53,0.34,prag_emp,-308.0136066094974,-6.214608098422191
17.82,6.53,0.47,prag_emp,-309.034537402112,-6.214608098422191
17.75,6.53,0.47,prag_emp,-309.0345373545698,-6.214608098422191
18.09,6.53,0.43,prag_emp,-307.7169541889533,-6.214608098422191
19.88,6.53,0.43,prag_emp,-307.71695462919865,-6.214608098422191
19.89,6.53,0.34,prag_emp,-308.01360670578214,-6.214608098422191
17.73,6.44,0.39,prag_emp,-306.5145920757336,-6.214608098422191
18.37,6.41,0.43,prag_emp,-306.9123289638566,-6.214608098422191
19.91,5.99,0.43,prag_emp,-307.6373700502699,-6.214608098422191
17.36,5.99,0.4,prag_emp,-306.78113724861674,-6.214608098422191
18.06,6.17,0.31,prag_emp,-306.551115622083,-6.214608098422191
17.62,6.17,0.26,prag_emp,-308.8023738339591,-6.214608098422191
14.7,6.11,0.34,prag_emp,-305.90381342761617,-6.214608098422191
16.68,6.12,0.34,prag_emp,-305.8836083574434,-6.214608098422191
13.82,6.22,0.43,prag_emp,-306.5151539183331,-6.214608098422191
14.68,6.22,0.35,prag_emp,-305.7358259843268,-6.214608098422191
14.71,6.22,0.35,prag_emp,-305.73582609831186,-6.214608098422191
17.06,6.22,0.32,prag_emp,-306.33910703093784,-6.214608098422191
19.76,6.22,0.35,prag_emp,-305.7358294869421,-6.214608098422191
17.37,6.74,0.42,prag_emp,-309.92747064500753,-6.214608098422191
19.82,5.99,0.37,prag_emp,-306.3792294621257,-6.214608098422191
17.98,5.99,0.31,prag_emp,-306.98007095800176,-6.214608098422191
19.13,5.99,0.31,prag_emp,-306.98007068888234,-6.214608098422191
18.36,6.29,0.42,prag_emp,-306.2652957862327,-6.214608098422191
18.31,6.29,0.42,prag_emp,-306.2652957822747,-6.214608098422191
19.49,6.19,0.37,prag_emp,-305.59967825612983,-6.214608098422191
17,6.19,0.32,prag_emp,-306.2804771627511,-6.214608098422191
14.66,6.19,0.34,prag_emp,-305.84494882316716,-6.214608098422191
15.89,6.19,0.35,prag_emp,-305.70876277902096,-6.214608098422191
13.28,6.19,0.43,prag_emp,-306.5576394700813,-6.214608098422191
9.04,6.04,0.31,prag_emp,-306.73852446234315,-6.214608098422191
9.82,5.87,0.29,prag_emp,-308.54347446967506,-6.214608098422191
11.87,5.87,0.34,prag_emp,-307.5604689690551,-6.214608098422191
9.98,6.15,0.42,prag_emp,-306.36228705531494,-6.214608098422191
9.22,6.15,0.26,prag_emp,-308.7495923991365,-6.214608098422191
11.67,6.15,0.41,prag_emp,-306.1120240152825,-6.214608098422191
13.85,6.15,0.27,prag_emp,-308.20508833984076,-6.214608098422191
12.13,6.15,0.28,prag_emp,-307.7097485271801,-6.214608098422191
14.11,6.1,0.42,prag_emp,-306.55631099504404,-6.214608098422191
12.28,6.1,0.37,prag_emp,-305.76776965273615,-6.214608098422191
14.8,6.1,0.34,prag_emp,-305.9277481234881,-6.214608098422191
16.25,6.17,0.37,prag_emp,-305.6120469992246,-6.214608098422191
14.64,6.17,0.35,prag_emp,-305.70837622081933,-6.214608098422191
12.42,6.1,0.38,prag_emp,-305.8209342312331,-6.214608098422191
15.72,5.98,0.31,prag_emp,-307.04146635231626,-6.214608098422191
15.48,5.92,0.35,prag_emp,-306.9677710900409,-6.214608098422191
17.83,6.08,0.32,prag_emp,-306.34810206055647,-6.214608098422191
17.7,6.08,0.36,prag_emp,-305.83903001401853,-6.214608098422191
19.96,6.08,0.36,prag_emp,-305.83902969845525,-6.214608098422191
19.25,6.08,0.39,prag_emp,-306.01495113751986,-6.214608098422191
19.25,6.51,0.39,prag_emp,-307.08472194973046,-6.214608098422191
15.13,6.62,0.41,prag_emp,-308.30418105289124,-6.214608098422191
13.86,6.24,0.38,prag_emp,-305.640737215184,-6.214608098422191
13.18,6.24,0.42,prag_emp,-306.22524652602357,-6.214608098422191
9.4,6.08,0.36,prag_emp,-305.8421821957438,-6.214608098422191
15.11,6.53,0.38,prag_emp,-307.305078183705,-6.214608098422191
17.53,6.53,0.47,prag_emp,-309.0345371789653,-6.214608098422191
17.45,6.4,0.42,prag_emp,-306.6295738447911,-6.214608098422191
15.49,6.4,0.42,prag_emp,-306.62956925806355,-6.214608098422191
14.15,6.4,0.39,prag_emp,-306.2534827673979,-6.214608098422191
15.66,6.27,0.4,prag_emp,-305.85714262524334,-6.214608098422191
15.92,6.27,0.38,prag_emp,-305.68982868039245,-6.214608098422191
18.59,6.03,0.46,prag_emp,-308.57812273602417,-6.214608098422191
18.29,6.03,0.42,prag_emp,-306.97959239445964,-6.214608098422191
19.77,6.35,0.35,prag_emp,-306.2075571130826,-6.214608098422191
18.91,6.26,0.28,prag_emp,-308.0891160127817,-6.214608098422191
19.11,6.26,0.3,prag_emp,-307.17096511547317,-6.214608098422191
17.99,6.02,0.41,prag_emp,-306.77543154219484,-6.214608098422191
18.48,6.4,0.35,prag_emp,-306.5360441710195,-6.214608098422191
19.65,6.22,0.36,prag_emp,-305.6441843218559,-6.214608098422191
19.11,6.1,0.36,prag_emp,-305.7675970845464,-6.214608098422191
18.88,6.26,0.44,prag_emp,-306.8289490491873,-6.214608098422191
19.57,6.26,0.33,prag_emp,-306.1964345367717,-6.214608098422191
19.93,6.26,0.29,prag_emp,-307.6035984358115,-6.214608098422191
19.97,6.21,0.41,prag_emp,-306.0064352355837,-6.214608098422191
19.28,6.21,0.36,prag_emp,-305.6349894424597,-6.214608098422191
18.4,6.3,0.34,prag_emp,-306.1342344160383,-6.214608098422191
18.89,6.16,0.4,prag_emp,-305.8909069522593,-6.214608098422191
15.17,6.16,0.31,prag_emp,-306.54248015661824,-6.214608098422191
14.94,6.16,0.31,prag_emp,-306.5424798786723,-6.214608098422191
18.74,6.16,0.35,prag_emp,-305.7135414163376,-6.214608098422191
19,6.01,0.35,prag_emp,-306.2352280462361,-6.214608098422191
17.67,6.08,0.34,prag_emp,-305.9869013061409,-6.214608098422191
19.12,6.08,0.32,prag_emp,-306.34810190640854,-6.214608098422191
16.33,6.08,0.27,prag_emp,-308.17553970365,-6.214608098422191
16.79,6.08,0.28,prag_emp,-307.70577915600666,-6.214608098422191
19.24,6.08,0.28,prag_emp,-307.70577886681633,-6.214608098422191
19.01,6.15,0.38,prag_emp,-305.67730331179456,-6.214608098422191
19.22,6.15,0.38,prag_emp,-305.6773033032772,-6.214608098422191
18.44,6.15,0.36,prag_emp,-305.6534621711988,-6.214608098422191
17.28,6.48,0.36,prag_emp,-307.03642770896437,-6.214608098422191
19.22,6.48,0.32,prag_emp,-308.12612231347964,-6.214608098422191
18.15,6.48,0.38,prag_emp,-306.83667682424516,-6.214608098422191
15.02,5.97,0.37,prag_emp,-306.5405231805089,-6.214608098422191
14.96,5.97,0.33,prag_emp,-306.7091634858101,-6.214608098422191
13.01,5.97,0.35,prag_emp,-306.52065734595215,-6.214608098422191
9.92,5.97,0.33,prag_emp,-306.71240478991416,-6.214608098422191
8.94,6.35,0.39,prag_emp,-305.9895106622425,-6.214608098422191
7.75,6.21,0.37,prag_emp,-305.5995751859523,-6.214608098422191
9.39,6.21,0.38,prag_emp,-305.6218449232044,-6.214608098422191
7.64,6.21,0.36,prag_emp,-305.63134524268446,-6.214608098422191
10.4,6.32,0.37,prag_emp,-305.85106374262364,-6.214608098422191
10.72,6.32,0.34,prag_emp,-306.2300010700797,-6.214608098422191
13.16,5.92,0.33,prag_emp,-307.1287116625695,-6.214608098422191
8.2,5.92,0.35,prag_emp,-306.99680397176155,-6.214608098422191
8.66,5.92,0.33,prag_emp,-307.1451307759842,-6.214608098422191
6.3,5.92,0.29,prag_emp,-308.2757679117349,-6.214608098422191
5.86,6.6,0.4,prag_emp,-307.57196938631876,-6.214608098422191
4.87,6.26,0.33,prag_emp,-306.02590203994015,-6.214608098422191
4.72,6.34,0.34,prag_emp,-305.85427301922357,-6.214608098422191
4.75,6.34,0.32,prag_emp,-306.30546656900066,-6.214608098422191
5.83,6.21,0.38,prag_emp,-305.64599086926455,-6.214608098422191
5.65,6.21,0.38,prag_emp,-305.65892292163204,-6.214608098422191
6,6.43,0.37,prag_emp,-306.24796731756305,-6.214608098422191
8.66,6,0.32,prag_emp,-306.69881114311835,-6.214608098422191
7.12,6,0.41,prag_emp,-307.01344734916125,-6.214608098422191
9.73,6.4,0.38,prag_emp,-306.2356885508453,-6.214608098422191
12.14,6.07,0.44,prag_emp,-307.4023602632806,-6.214608098422191
15.52,6.37,0.36,prag_emp,-306.184987523322,-6.214608098422191
18.96,6.37,0.34,prag_emp,-306.5302771289882,-6.214608098422191
14.62,6.44,0.41,prag_emp,-306.6843300433801,-6.214608098422191
15.22,6.44,0.41,prag_emp,-306.6843385506472,-6.214608098422191
15.77,6.53,0.34,prag_emp,-308.0135976887225,-6.214608098422191
17.68,6.2,0.33,prag_emp,-306.0479563745176,-6.214608098422191
17.8,6.15,0.34,prag_emp,-305.8451952768808,-6.214608098422191
15.95,6.29,0.31,prag_emp,-306.935680662118,-6.214608098422191
9.24,6.29,0.37,prag_emp,-305.74086833950753,-6.214608098422191
5.08,6.63,0.41,prag_emp,-307.39292129160833,-6.214608098422191
5.78,6.57,0.28,prag_emp,-310.7084276458529,-6.214608098422191
4.28,6.46,0.44,prag_emp,-306.8380889777047,-6.214608098422191
4.18,6.46,0.43,prag_emp,-306.53132315227185,-6.214608098422191
4.72,6.58,0.43,prag_emp,-307.04675789474754,-6.214608098422191
4.1,6.38,0.4,prag_emp,-306.05665370555886,-6.214608098422191
4.53,6.38,0.36,prag_emp,-305.6332748448112,-6.214608098422191
3.8,6.38,0.34,prag_emp,-306.3466280457854,-6.214608098422191
7.85,6.53,0.37,prag_emp,-307.3460871171762,-6.214608098422191
4.21,6.53,0.34,prag_emp,-306.05575982962904,-6.214608098422191
3.79,6.85,0.38,prag_emp,-306.5362505992934,-6.214608098422191
3.64,6.85,0.38,prag_emp,-306.0858159005704,-6.214608098422191
3.18,6.78,0.37,prag_emp,-306.1368288957916,-6.214608098422191
3.18,6.8,0.42,prag_emp,-306.8914622271965,-6.214608098422191
3.18,6.8,0.41,prag_emp,-306.6170891934635,-6.214608098422191
3.63,6.87,0.37,prag_emp,-306.2007963351341,-6.214608098422191
3.63,6.57,0.4,prag_emp,-306.04973630515946,-6.214608098422191
5.47,6.11,0.27,prag_emp,-308.22117217536294,-6.214608098422191
5.33,5.99,0.34,prag_emp,-307.0032659248962,-6.214608098422191
3.91,6.38,0.29,prag_emp,-307.36748773055166,-6.214608098422191
4.22,6.38,0.38,prag_emp,-305.69981953463287,-6.214608098422191
5.81,6.39,0.34,prag_emp,-306.38263905701183,-6.214608098422191
4.14,6.4,0.4,prag_emp,-305.94923618489895,-6.214608098422191
4.58,6.2,0.34,prag_emp,-306.14510315759895,-6.214608098422191
4.39,6.49,0.37,prag_emp,-305.7320426587208,-6.214608098422191
5.21,6.49,0.34,prag_emp,-306.7954305157463,-6.214608098422191
3.88,6.49,0.33,prag_emp,-306.0285375251999,-6.214608098422191
3.88,6.21,0.36,prag_emp,-307.4753034979925,-6.214608098422191
4.42,6.21,0.37,prag_emp,-306.1595701607425,-6.214608098422191
4.49,6.21,0.38,prag_emp,-306.14571825522154,-6.214608098422191
4.49,6.21,0.37,prag_emp,-306.07470720843065,-6.214608098422191
7.76,5.82,0.45,prag_emp,-310.6757773637484,-6.214608098422191
5.21,6.6,0.36,prag_emp,-307.37894009201653,-6.214608098422191
4.09,6.6,0.38,prag_emp,-305.8166776063429,-6.214608098422191
4.95,6.6,0.42,prag_emp,-307.17131143498307,-6.214608098422191
9.26,6.62,0.45,prag_emp,-309.0679804114127,-6.214608098422191
7.81,6.06,0.42,prag_emp,-306.8050845061735,-6.214608098422191
5.49,5.84,0.38,prag_emp,-308.94804363747346,-6.214608098422191
5.89,5.78,0.29,prag_emp,-310.20438520999204,-6.214608098422191
10.84,5.98,0.44,prag_emp,-308.1163671384219,-6.214608098422191
7.89,6,0.35,prag_emp,-306.32873138115707,-6.214608098422191
9.1,6.23,0.38,prag_emp,-305.6301996462262,-6.214608098422191
11.14,6.23,0.42,prag_emp,-306.22701705263574,-6.214608098422191
11.39,6.23,0.42,prag_emp,-306.2270071821115,-6.214608098422191
11.99,6.23,0.4,prag_emp,-305.8224094264026,-6.214608098422191
12.08,6.23,0.5,prag_emp,-309.8597493412401,-6.214608098422191
8.07,6.15,0.39,prag_emp,-305.7774655441818,-6.214608098422191
6.7,6.15,0.48,prag_emp,-308.972573393997,-6.214608098422191
8.45,6.15,0.42,prag_emp,-306.3680197878818,-6.214608098422191
10.45,6.03,0.36,prag_emp,-306.08502903652095,-6.214608098422191
8.9,6.03,0.34,prag_emp,-306.20891127665334,-6.214608098422191
6.85,6.03,0.41,prag_emp,-306.79791867938053,-6.214608098422191
9.59,6.21,0.39,prag_emp,-305.6967791076356,-6.214608098422191
7.22,6.21,0.42,prag_emp,-306.25056229487546,-6.214608098422191
7.33,6.36,0.36,prag_emp,-306.0808532074527,-6.214608098422191
8.59,6.36,0.42,prag_emp,-306.44662632018145,-6.214608098422191
6.88,6.07,0.35,prag_emp,-305.97859773674634,-6.214608098422191
4.76,6.07,0.42,prag_emp,-307.77007186999214,-6.214608098422191
6.92,6.07,0.37,prag_emp,-305.94759284141526,-6.214608098422191
4.55,6.07,0.37,prag_emp,-307.12632028137,-6.214608098422191
4.84,6.71,0.32,prag_emp,-309.38115191506404,-6.214608098422191
4.09,6.36,0.39,prag_emp,-305.99277772006695,-6.214608098422191
5.1,6.24,0.33,prag_emp,-306.02254431293517,-6.214608098422191
4.71,6.24,0.42,prag_emp,-306.55103073046695,-6.214608098422191
6.49,6.35,0.42,prag_emp,-306.3537910052926,-6.214608098422191
6.23,6.35,0.45,prag_emp,-307.25957373408585,-6.214608098422191
7.38,6.35,0.37,prag_emp,-305.95180468623806,-6.214608098422191
4.5,6.27,0.32,prag_emp,-306.3121340733612,-6.214608098422191
5.49,6.27,0.41,prag_emp,-306.00629951794843,-6.214608098422191
7.19,6.33,0.41,prag_emp,-306.1255071066373,-6.214608098422191
6.07,5.88,0.39,prag_emp,-308.124882431464,-6.214608098422191
7.82,5.79,0.37,prag_emp,-308.7963093521875,-6.214608098422191
7,6.28,0.39,prag_emp,-305.7436644747472,-6.214608098422191
9.14,5.94,0.31,prag_emp,-307.3366160778455,-6.214608098422191
14.93,5.94,0.4,prag_emp,-307.24941440237933,-6.214608098422191
19.91,6.17,0.39,prag_emp,-305.73129017672227,-6.214608098422191
19.98,6.17,0.28,prag_emp,-307.7454588951335,-6.214608098422191
15.11,6.17,0.29,prag_emp,-307.2946163105153,-6.214608098422191
17.17,6.17,0.29,prag_emp,-307.2946187473968,-6.214608098422191
12.19,6.17,0.4,prag_emp,-305.87091906525734,-6.214608098422191
15.35,6.17,0.36,prag_emp,-305.6331395864359,-6.214608098422191
12.91,6.12,0.33,prag_emp,-306.0505579534971,-6.214608098422191
10.34,6.12,0.4,prag_emp,-306.00715194486713,-6.214608098422191
12.38,5.97,0.4,prag_emp,-306.9570396207595,-6.214608098422191
13.01,5.97,0.29,prag_emp,-307.71330522749093,-6.214608098422191
14.28,6.31,0.3,prag_emp,-307.4474470266046,-6.214608098422191
14.92,6.31,0.36,prag_emp,-305.87981396255,-6.214608098422191
16.41,6.31,0.39,prag_emp,-305.84529482741914,-6.214608098422191
15.5,6.31,0.42,prag_emp,-306.30367880645207,-6.214608098422191
16.4,6.14,0.35,prag_emp,-305.7346993719531,-6.214608098422191
19.89,6.14,0.36,prag_emp,-305.66900936131174,-6.214608098422191
18.96,6.07,0.37,prag_emp,-305.88909212970106,-6.214608098422191
18.83,6.07,0.39,prag_emp,-306.06453973694147,-6.214608098422191
19.68,6.07,0.31,prag_emp,-306.63398177470697,-6.214608098422191
19.51,6.07,0.29,prag_emp,-307.3062972637396,-6.214608098422191
19.96,6.07,0.39,prag_emp,-306.06453964486093,-6.214608098422191
16.55,6.21,0.44,prag_emp,-306.86264899613803,-6.214608098422191
17.63,5.92,0.36,prag_emp,-306.96490230253755,-6.214608098422191
19.42,5.92,0.32,prag_emp,-307.2867832673132,-6.214608098422191
18.56,6.45,0.43,prag_emp,-307.13510257956153,-6.214608098422191
16.33,6.45,0.39,prag_emp,-306.58730351064526,-6.214608098422191
15.36,6.45,0.41,prag_emp,-306.75046072211,-6.214608098422191
12.74,6.2,0.32,prag_emp,-306.29639969920464,-6.214608098422191
13.76,6.34,0.41,prag_emp,-306.18664087767905,-6.214608098422191
14.99,6.34,0.42,prag_emp,-306.38473976351116,-6.214608098422191
14.43,6.34,0.39,prag_emp,-305.9532180318021,-6.214608098422191
13.22,6.34,0.4,prag_emp,-306.04256327030026,-6.214608098422191
11.18,6.34,0.4,prag_emp,-306.04216893821564,-6.214608098422191
11.34,6.34,0.38,prag_emp,-305.91863801645815,-6.214608098422191
8.88,6.01,0.38,prag_emp,-306.32112080283855,-6.214608098422191
9.22,6.13,0.39,prag_emp,-305.8245597901083,-6.214608098422191
10.42,6.12,0.36,prag_emp,-305.71162578934144,-6.214608098422191
11.65,6.26,0.35,prag_emp,-305.8202918932547,-6.214608098422191
6.7,6.26,0.34,prag_emp,-305.93509542988056,-6.214608098422191
8.04,6.26,0.36,prag_emp,-305.7065313740022,-6.214608098422191
6.03,6.26,0.37,prag_emp,-305.613363209205,-6.214608098422191
6.03,6.13,0.46,prag_emp,-308.1125456882471,-6.214608098422191
5.7,6.25,0.45,prag_emp,-307.2631159188868,-6.214608098422191
5.21,6.25,0.4,prag_emp,-305.87249703405337,-6.214608098422191
8.67,6.25,0.37,prag_emp,-305.6424484640207,-6.214608098422191
7.75,6.25,0.37,prag_emp,-305.63711577324136,-6.214608098422191
4.63,6.25,0.31,prag_emp,-306.571867983331,-6.214608098422191
5.76,6.25,0.35,prag_emp,-305.7188972635732,-6.214608098422191
